년도,분류,형태,제목,1저자,공저자,초록,키워드
,,,Developing Mobile Support System for Dynamic Integrated Community-Based Screening,Wei Kai Weng,Polun Chang,"Screening evaluations can effectively detect unrecognized health problems in individuals. Current integrated community-based multiple screening manually fill out handwritten forms. The motivation of the system developed in this study is to provide a method for participants to quickly fill out community health screening questionnaire prior to participating in the screening event. This study is divided into two stages: 1. System development and design compatible with the needs of elderly users, planning and creation of system architecture based on the requirements of the community-based integrated screening questionnaire; 2. System evaluation: provide the created App to users for evaluation of user satisfaction. The system prototype design includes the use of “3+1 hierarchical grid interface design”, incorporating all the questions in the community screening survey and the details on interface design takes note of the needs of elderly users, the questionnaire used is a 5-point Likert scale. Assessment results: overall score of 4.12±0.31 leaning towards “Agree” with perceived usefulness having the highest score (4.32±0.17), second being reliability (4.17 ± 0.1), followed in order by satisfaction (4.14 ± 0.0), perceived ease of use (4.07 ± 0.21), learnability (4.0 ± 0.07), and acceptance (3.79 ± 0.81). Based on these results, the participants held a positive attitude towards the system.","community-based multiple screening, mobile health, Interface Design, Elderly user"
,,,Technology Combined with a Counseling Protocol to Stimulate Physical Activity of Chronically Ill Patients in Primary Care,R. Verwey,"S. van der Weegen, M. Spreeuwenberg, H. Tange, T. van der Weijden and L. de Witte","An iterative user-centered design method was used to develop and test mobile technology (the It’s LiFe! tool/monitor) embedded in primary care, followed by a three months feasibility study with 20 patients and three nurses. The tool consists of an accelerometer that transfers data to an app on a Smartphone, which is subsequently connected to a server. Physical activity levels are measured in minutes per day compared to pre-set activity goals, which are set by patients in dialogue with nurses. Nurses can monitor patients’ physical activity via a secured website. The counseling protocol is based on the Five A’s model and consists of a limited number of behavior change consultations intertwined with interaction with and responses from the tool. The technology supports nurses when performing physical activity counseling. Provided that no connectivity problems occur, the It’s LiFe! intervention is feasible, and its longitudinal effects will be tested in a cluster RCT.","Physical activity, remote sensing technology, self-management support, primary care nursing"
,Revolutionising Learning with Technology,,Development of a Prediction Model for Early Diagnosis of Not Passing the National Council of Licensure Examination for Registered Associate Degree Nurses,Hsiu-Chin Chen,Erik L. Heiny and Chia-Hsuan Lin,"Passing the national licensure examination for registered nurses (NCLEX-RN) in the US is a critical outcome of the nursing program. Research has been conducted to identify which nursing students are at risk for not passing the NCLEX-RN test. The purpose of this study was to investigate whether any of several student covariates can be used to accurately identify associate in science in nursing (ASN) students that are at-risk for failing the NCLEX-RN test. Covariates included in the study were demographics, students’ pre-admission grade point average (GPA), the scores of test of essential skills (TEAS), and the assessment technologies institute® (ATI)’s comprehensive scores for a pre-RN examination test. Chi-squared automatic interaction detection, or CHAID analysis, was used to develop the model. One covariate, ATI comprehensive test scores, was found to accurately identify all at-risk ASN students. The model explained that students identified as “at-risk” had a failure rate nearly two-and-a-half times as high as the general population.","Decision tree, CHAID, NCLEX-RN, ASN"
,,,Refining Process of Nursing Skill Movie Manual by Peer Comments of Social Network System,Yukie Majima,"Yasuko Maekawa, Satoshi Shimada and Takako Izumi","The nursing practical knowledge represented by nursing skill is highly tacit and is therefore difficult to verbalize. The purpose of this study is to build a new learning community for nursing education (nursing social e-learning model) that is refined and developed autonomously and continuously. We used the social network system (SNS) that can be participated in a variety of stakeholder of medical personnel in order to hear comments for the content of learning to practice nursing skill. We had the nurses make the nursing skill movie manual. Through this process to get the opinions about the movie contents from others, we inspected what kind of opinions and feelings occurred to the nurses. As a result, the nurses were able to see objectively the own nursing skills, to do self-reflection. They had the awareness to improve the nursing skills.","Nursing Skill Movie Manual, Peer Comments, Social Network System"
,,,Considerations for Design of an e-Learning Program Augmenting Advanced Geriatric Nurse Practitioner’s Clinical Skills Training,Hanne M. Rostad,Ellen Karine Grov and Anne Moen,"E-learning programs offer learners flexibility, more control over their learning experience, possibilities for repetition and allows for learning to be more individualized compared to traditional teaching methods. This paper presents considerations for an interdisciplinary project to design an e-learning program for graduate students enrolled in a master’s program in Advanced Geriatric Nursing. The e-learning program offers new opportunities for learners to apply theoretical knowledge and develop their skills in the process of collaborative knowledge creation. A model based on the systematic development of instruction and learning and a pedagogical framework for e-learning has guided the design process. This paper explains how the e-learning program was created and how content was developed and implemented in an e-learning environment.","e-learning, development, design considerations"
,Infrastructures to Support Big Data,,Challenges Associated with the Secondary Use of Nursing Data,Nicholas R. Hardiker,Walter Sermeus and Kay Jansen,"There is a prevailing ‘collect once, use many times’ view of clinical data and its secondary use. This study challenges this view through an assessment of the degree to which the International Classification for Nursing Practice (ICNP) might be used to provide raw data for the Belgian Nursing Minimum Data Set (B-NMDS). A mapping exercise identified exact matches between ICNP and BNMDS for just 8% of B-NMDS care descriptions; no matches at all for 23%; possible broader matches in ICNP for55%; possible narrower matches for 8%; and a possible broader and narrower match for 1%. Refining ICNP content and developing and implementing purposive data sets or catalogues that accommodate both ICNP concepts and B-NMDS care descriptions would lay the foundations for the potential re-use of primary ICNP-encoded data in populating the B-NMDS. One unexpected result of the study was to re-affirm the utility of ICNP as a reference terminology.","nursing, case mix, terminology, classification"
,,,The Use of Standardized Terminology to Represent Nursing Knowledge: Nursing Interventions Relevant to Safety for Patients with Cancer,Huichen Tseng,Sue Moorhead,"The study is to represent knowledge by identifying frequently used nursing interventions in term of standardized nursing terminology(SNT) in the Electronic Health Records (EHRs) relevant to Safety for Patients with Cancer. We include 2,237 patients and found 11,804 nursing interventions in total. There are 100 identical interventions in the study. We identify eleven nursing interventions from four oncology units over 7 month observation. For the most four frequent nursing interventions(Fall Prevention, Infection Control, Infection Protection, and Pressure Management), we also report the mean of age, the mean of length of stay, and their frequency of outcome rating , outcome rating at admission and at discharge that link to outcome. These studies demonstrate the strengths of SNT in clinical practice. The findings are valuable to clinical practice, education and future research.","Standardized Terminology, nursing intervention, safety, NIC, NOC"
,,,Graph Based Model to Support Nurses’ Work,Peter Benedik,"Uro? Rajkovi?, Olga ?u?ter?i?, Vesna Prijatelj and Vladislav Rajkovi?","Health care is a knowledge-based community that critically depends on knowledge management activities in order to ensure quality. Nurses are primary stakeholders and need to ensure that their information and knowledge needs are being met in such ways that enable them, to improve the quality and efficiency of health care service delivery for all subjects of health care. This paper describes a system to help nurses to create nursing care plan. It supports focusing nurse’s attention on those resources/solutions that are likely to be most relevant to their particular situation/problem in nursing domain. System is based on multi-relational property graph representing a flexible modeling construct. Graph allows modeling a nursing domain (ontology) and the indices that partition domain into an efficient, searchable space where the solution to a problem is seen as abstractly defined traversals through its vertices and edges.","Organization, ontology, nursing, nursing process, recommendation system, electronic health record, e-documentation"
,,,The Computerized OMAHA System in Microsoft Office Excel,Xiaobin Lai,"Frances K.Y. Wong, Peiqiang Zhang, Carenx W.Y. Leung, Lai H. Lee, Jessica S.Y. Wong, Yim F. Lo and Shirley S.Y. Ching","The OMAHA System was adopted as the documentation system in an interventional study. To systematically record client care and facilitate data analysis, two Office Excel files were developed. The first Excel file (File A) was designed to record problems, care procedure, and outcomes for individual clients according to the OMAHA System. It was used by the intervention nurses in the study. The second Excel file (File B) was the summary of all clients that had been automatically extracted from File A. Data in File B can be analyzed directly in Excel or imported in PASW for further analysis. Both files have four parts to record basic information and the three parts of the OMAHA System. The computerized OMAHA System simplified the documentation procedure and facilitated the management and analysis of data.","documentation system, computerization."
,Supporting Decision Making to Improve Outcomes,,From Unmet Clinical Need to Entrepreneurship: Taking Your Informatics Solution to Market,Kathryn H. Bowles,Eric Heil,"This paper will describe the process for taking a decision support solution to market as a start-up business. The nurse inventor and Co-Founder of RightCare Solutions, Inc. will share the steps from answering a clinical question, to registering an invention, creating a business plan and company, obtaining venture funding, and launching a commercial product. We will share positives about the experience such as how to get start-up funds, gaining national exposure and access to an excellent team, disseminating your work broadly, further enhancing the product, and obtaining equity, and financial rewards. We will discuss cons such as losing control, dilution of ownership, and conflict of interest. This paper will encourage nurse informaticians to think differently and learn about the steps in the process from an experienced team.","nursing informatics, decision support, entrepreneur"
,,,Physician and Consumer Acceptance of the Traditional Chinese Medicine Clinical Practice Support System (TCMCPSS),Tsai-Ya Lai,Yu-Ting Tseng and Chin-Ni Lee,"Although ICT-enabled clinical practices have been widely accepted by the Western medical society, informatics applications for traditional Chinese medicine (TCM) are under developed. An integrated traditional Chinese medicine clinical practice support system (TCMCPSS) has been developed to enhance data integration automation and treatment planning decision support of clinical practice of TCM. The acceptance of TCMCPSS had been assessed by 26 TCM physicians based on information clarity, clinical relevancy, and theoretical relevancy through a survey questionnaire using the 5-points Likert Scale. The average acceptance rate was 3.76. One hundred and fifty-four participants were recruited for the TCMCPSS feasibility study and reported the acceptance rate of 90%. The results indicated that while consumers were ready to embrace TCM practice assisted by informatics technologies, TCM physicians concerned more about the usefulness of the system and preserved caution to adopt TCMCPSS.","traditional Chinese medicine, acceptance, clinical practice support system"
,,,Reducing Errors Through a Web-Based Self-Management Support System,Mirjam Ekstedt,"Elin Børøsund, Ina K. Svenningsen and Cornelia M. Ruland","Web-based self-management support systems SMSS, can successfully assist a wide range of patients with information and self-management support. O or as a stand-alone service, are e-messages. This study describes how one component of a multi component SMSS, an e-message service, in which patients with breast cancer could direct questions to nurses, physicians or social workers at the hospital where they were being treated, had an influence on safety and continuity of care. Ninety-one dialogues consisting of 284 messages were analysed. The communications between patients and the healthcare team revealed that the e-messages service served as a means for quality assurance of information, for double-checking and for coordination of care. We give examples of how an e-mail service may improve patients’ knowledge in a process of taking control over their own care ? increasingly important in a time of growing complexity and specialization in healthcare. It remains to be tested whether an e-message service can improve continuity of care and prevent or mitigate medical mishaps.","Continuity of care, Patient safety, Secure e-message service, Self-management."
,,,Hospital Nurses’ and Physicians’ Use of Information Sources During Their Production of Discharge Summaries: A Cross-Sectional Study,Ragnhild Hellesø,Maren Kristine Raknes Sogstad,"Hospital nurses’ and physicians’ production and exchange of accurate information between levels of care are crucial for ensuring safe and seamless care for patients in transition. We report on a study in which we explored hospital providers’ use of information sources when they prepared discharge information for colleges in the community health-care sector. In this cross-sectional study, 510 nurses and 236 physicians responded through a questionnaire. Our findings show that nurses and physicians use different information sources in patient records when they produce their discharge summaries.","Electronic patient record, discharge summary, inter-disciplinary information management"
,Competencies to Support an Informatics Revolution,,Nursing Informatics Competencies: Bibliometric Analysis,Peter Kokol,"Helena Bla?un, Janez Vo?ner and Kaija Saranto","Information and communication technology is developing rapidly and it is incorporated in many health care processes, but in spite of that fact we can still notice that nursing informatics competencies had received limited attention in basic nursing education curricula in Europe and especially in Eastern European countries. The purpose of the present paper is to present the results of a bibliometric analysis of the nursing informatics competencies scientific literature production. We applied the bibliometrics analysis to the corpus of 332 papers found in SCOPUS, related to nursing informatics competencies. The results showed that there is a positive trend in the number of published papers per year, indicating the increased research interest in nursing informatics competencies. Despite the fact that the first paper was published in Denmark, the most prolific country regarding the research in nursing informatics competencies is United States as are their institutions and authors.","Nursing informatics, competencies, health informatics, bibliometrics"
,,,A Comparison of Australian and Canadian Informatics Competencies for Undergraduate Nurses,Elizabeth M. Borycki,Joanne Foster,"Health information technologies (HIT) have changed healthcare delivery. Yet, there are few opportunities for student nurses in their undergraduate studies to develop nursing informatics competencies. More importantly, many countries around the world have not fully specified nursing informatics competencies that will be expected of student nurses prior to their graduation from undergraduate nursing programs. In this paper the authors compare and contrast the undergraduate nursing informatics competencies that were developed by two countries: Australia and Canada. They also identify some of the challenges and future research directions in the area.","Nursing Informatics, Nursing Informatics Competencies"
,,,Developing Entry-to-Practice Nursing Informatics Competencies for Registered Nurses,Lynn M. Nagle,"Kristine Crosby, Noreen Frisch, Elizabeth Borycki, Lorie Donelle, Kathryn Hannah, Alexandra Harris, Sylvie Jett? and Tracy Shaben","Information and communication technologies (ICT) have brought about significant changes to the processes of health care delivery and changed how nurses perform in clinical, administrative, academic, and research settings. Because the potential benefits of ICT are significant, it is critical that new nurses have the knowledge and skills in informatics to provide safe and effective care. Despite the prevalence of technology in our day to day lives, and the potential significant benefits to patients, new nurses may not be prepared to work in this evolving reality. An important step in addressing this need for ICT preparation is to ensure that new graduates are entering the work force ready for technologyenabled care environments. In this paper, we describe the process and outcomes of developing informatics entry-to-practice competencies for adoption by Canadian Schools of Nursing.","Competencies, entry-to-practice, nursing education"
,,,"The Relationship of Learning Motivation, Achievement and Satisfaction for Nurses Learning Simple Excel VBA Information Systems Programming",Ying Li Lee,"Tsai Feng Chien, Ming Chuan Kuo and Polun Chang","This study aims to understand the relationship between participating nurses’ motivation, achievement and satisfaction before and after they learned to program in Excel Visual Basic for Applications (Excel VBA). We held a workshop to train nurses in developing simple Excel VBA information systems to support their clinical or administrative practices. Before and after the workshop, the participants were evaluated on their knowledge of Excel VBA, and a questionnaire was given to survey their learning motivation and satisfaction. Statistics softwares Winsteps and SPSS were used for data analysis. Results show that the participants are more knowledgeable about VBA as well as more motivated in learning VBA after the workshop. Participants were highly satisfied with the overall arrangement of the workshop and instructors, but didn't have enough confidence in promoting the application of Excel VBA themselves. In addition, we were unable to predict the participants' achievement by their demographic characteristics or pre-test motivation level.","Learning motivation, Learning achievement, Satisfaction, Excel VBA, Rasch measurement model"
,Meaningful Use of Electronic Record Systems for Better Health Care,,Opportunities in Interdisciplinary Care Team Adoption of Electronic Point-of-Care Documentation Systems,Paulina S. Sockolow,"Kathryn H. Bowles, Michelle Rogers, Marguerite C. Adelsberger, Jesse L. Chittams and Cindy Liao","We conducted three evaluation studies in community and hospital settings to examine point-of-care documentation system adoption among interdisciplinary care team clinicians. In the community settings, quantitative methods included documentation time-to-completion and a clinician satisfaction survey. Qualitative methods included observations and follow-up interviews. Qualitative data and quantitative data were merged comparing findings along themes. In the hospitals, qualitative scenario testing results indicated clinician system adoption was universal, though not always timely. At all sites, mismatch between system functionality and workflow was a barrier to clinician system access during patient care and reduced clinician efficiency. Clinicians at all settings were satisfied with their ability to access other clinicians’ notes, without increased interdisciplinary team communication. Clinicians did not identify any systems impact on patient outcomes. To facilitate adoption, clinicians should see the value of using the system as intended by receiving system data feedback that shows improvement of patient care and patient safety.",Evaluation studies; clinical information systems; patient care team
,,,Rapid EHR Development and Implementation Using Web and Cloud-Based Architecture in a Large Home Health and Hospice Organization,Charlotte A. Weaver,Pamela Teenier,"Health care organizations have long been limited to a small number of major vendors in their selection of an electronic health record (EHR) system in the national and international marketplace. These major EHR vendors have in common base systems that are decades old, are built in antiquated programming languages, use outdated server architecture, and are based on inflexible data models [1,2]. The option to upgrade their technology to keep pace with the power of new web-based architecture, programming tools and cloud servers is not easily undertaken due to large client bases, development costs and risk [3]. This paper presents the decade-long efforts of a large national provider of home health and hospice care to select an EHR product, failing that to build their own and failing that initiative to go back into the market in 2012. The decade time delay had allowed new technologies and more nimble vendors to enter the market. Partnering with a new start-up company doing web and cloud based architecture for the home health and hospice market, made it possible to build, test and implement an operational and point of care system in 264 home health locations across 40 states and three time zones in the United States. This option of “starting over” with the new web and cloud technologies may be posing a next generation of new EHR vendors that retells the Blackberry replacement by iPhone story in healthcare.","Nursing informatics, cloud-based architectures, Point of Care systems, EHR in Home Health and Hospice, mobile computing"
,,,Electronic Communication Experiences of Home Health Care Nurses and General Practitioners: A Cross-Sectional Study,Merete Lyngstad,Ragnhild Hellesø,"Future health care will require suitable means of communication between home health care nurses and general practitioners (GPs) to ensure safe care for homebound patients. The overall aim of this study was to investigate the experiences of home health care nurses and general practitioners using emessaging in their communication. We conducted a cross-sectional study with a mailed questionnaire. A total of 584 home health care nurses and GPs who used e-messaging and 495 home health care nurses and GPs who did not use e-messaging completed the questionnaire. The results showed that there was high agreement, in all the groups, that e-messaging led to better communication quality, better access to patient information, and an improved ability to prevent and reduce errors and omissions. Nurses reported the most agreement, which led to the conclusion that it was the characteristics of the profession rather than the use of e-messaging that influenced high agreement.","Electronic Communication, Collaboration, Home Health Care Nurses, General Practitioners, E-messaging"
,,,Applied Nursing Informatics Research ? State-of-the-Art Methodologies Using Electronic Health Record Data,Jung In Park,"Lisiane Pruinelli, Bonnie L. Westra and Connie W. Delaney","With the pervasive implementation of electronic health records (EHR), new opportunities arise for nursing research through use of EHR data. Increasingly, comparative effectiveness research within and across health systems is conducted to identify the impact of nursing for improving health, health care, and lowering costs of care. Use of EHR data for this type of research requires use of national and internationally recognized nursing terminologies to normalize data. Research methods are evolving as large data sets become available through EHRs. Little is known about the types of research and analytic methods for applied to nursing research using EHR data normalized with nursing terminologies. The purpose of this paper is to report on a subset of a systematic review of peer reviewed studies related to applied nursing informatics research involving EHR data using standardized nursing terminologies.","Applied nursing informatics, nursing informatics, electronic health record data"
,Citizen Activation Through eHealth,,Cancer Information Seeking Behaviors and Information Needs Among Korean Americans,Hyejin Park,Min Sook Park,"Linguistically and culturally isolated Korean Americans have less access to health service and cancer screening tests than all U.S population. Lack of adequate cancer information is one of the barriers to undergoing cancer screening tests. It is necessary to understand their current cancer information-seeking behaviors and information needs if we are to more effectively provide adequate cancer information. The purpose of the study was to identify cancer information seeking behaviors and information needs among Korean Americans. Data were collected from one of the biggest websites for the Korean community in the USA. A total of 273 free-texts from January to June 2013 were reviewed and analyzed for this study. The extracted terms were categorized based on the coding system. The primary reason for asking questions was inquiry followed by sharing experiences. The main topics of the postings were categorized as medical or nonmedical. In relation to types of cancer, breast cancer was the greatest concern. The findings from this study can help in establishing more effective strategies to provide better cancer information among Korean Americans by assessing their current cancer information seeking trends and information needs.","Consumer health information, Access to information, Information seeking behavior, Korean American’s cancer information, Web 2.0, Online health information seeking"
,,,Access to Internet in Rural and Remote Canada,Leanne M. Currie,Charlene Ronquillo and Tania Dick,"Canada is the second largest landmass country in the world, but has one of the lowest population densities. As of 2011, approximately 19% of the Canadian population lives in rural, or remote communities. The purpose of this study was to examine differences in rural and urban access to the Internet and device use in Canada, and to explore differences in access to broadband between Aboriginal and non-Aboriginal communities in Canada. In general rural-dwellers had lower levels of Internet access and despite efforts to increase access to high speed Internet, Aboriginal communities in some regions have limited access. Future research should explore computer and health literacy in the context of rural and remote communities in Canada.","Digital divide, Access to information, Internet"
,,,Promotion of Meaningful Use of a Personal Health Record in Second Life,Sarah Knapfel,"Broc Plattner, Taylor Santo and Sarah Tyndall","Patients today are demanding greater access to and control of their health information. Personal Health Records (PHRs) are paving the way for patients to update, maintain and share their comprehensive medical information. The opportunity to develop and maintain a PHR is equally as important for those individuals in the disabled community who face many unique challenges to access health information. The project, conducted as part of our graduate course, explored the use of Second Life to educate the disabled community on Virtual Ability Island (VAI) about the importance of PHRs. The project examined the tools needed to offer such a presentation for the disabled community and identified legal, ethical, social, or public challenges for PHR use. The project outcomes indicated a desire for knowledge and genuine concerns by the attendees regarding PHRs. The authors note that more research is needed to make this technology available to all.","Second life, Personal health record, Consumer engagement, disability"
,,,Qualitative Study of Patient Consent for Health Information Exchange in an HIV Clinic,S. Raquel Ramos,Suzanne Bakken,"Health information exchange (HIE) is the secure, electronic transfer and/or accessibility of clinical data among healthcare providers. In the United States (US), the consent process for participation varies state to state. New York State (NYS) mandates written patient consent. The purpose of this study was to examine workflow and perceptions related to obtaining HIE consent in an HIV clinic. We used contextual inquiry to observe the HIE consent-related workflow of four registration clerks for a total of 4 hours on two weekdays and subsequently created a flow chart and sequence model diagram. Clerks were also interviewed and the resulting narrative data were coded into themes. Observational and interview data suggested that patient privacy/confidentiality/trust, high volume workflow, and multiple competing demands affect the patient HIE consent process. Additional qualitative data needs to be gathered from the perspectives of patients and clinicians about the HIE consent process.","HIV, health information exchange, electronic health record, informed consent, workflow."
,Mobile Healthcare,,mHealth Data Collector: An Application to Collect and Report Indicators for Assessment of Cardiometabolic Risk,Henrique Yoshikazu Shishido,Ricardo Alves da Cruz de Andrade and Gabrielle Jacklin Eler,"Traditional population surveys use paper forms that are filled manually by an interviewer. This process can take a long time; in comparison, computerizing the process reduces time, promotes safety and accuracy of data, improves patient care, and offers better control over the compiled information. From this perspective, it can be argued that mobile health supports mechanisms for the diagnosis, control, and prevention of metabolic diseases. In recent years, mobile devices have been applied in several health areas, such as remote monitoring, data logging, clinical decision-making, and with applications that can help maintain or initiate practices beneficial to individual health and wellbeing. However, there is a lack of applications for conducting population surveys. Thus, this work presents an application called mHealth Data Collector (mHDC) as a model for applications used in population surveys that contain such data as Body Mass Index (BMI), health- related issues, and health habit indicators. The design of this system occurred through interviews with health professionals who utilized a prototyping method to extract requirements. To develop this mobile app, the Android platform was adopted and the SQLite database was used to store patients’ health data. The JEx- celAPI and AchartEngine were also employed to generate spreadsheets and charts. The mHDC was tested using a case study in a Brazilian city. The results indicated that the health team took half the time to interview patients. In addition, the sys- tem has reduced the use of paper; centered and organized data; and allowed quick data recovery and standardization to improve the readability of data input. The mHDC proved efficient at collecting, analyzing, and safely exporting the results, thus reducing time collecting and analyzing the population survey.","Mobile health, Nutritional and Metabolic Diseases, Assessment"
,,,SAPPIRE: A Prototype Mobile Tool for Pressure Ulcer Risk Assessment,Hyeoneui Kim,"Heejoon Chung, Shuang Wang, Xiaoqian Jiang and Jeeyae Choi","Accurate assessment and documentation of skin conditions facilitate communication among care providers and are critical to effective prevention and mitigation of pressure ulcer. We report developing a prototype mobile system called SAPPIRE (Skin Assessment for Pressure Ulcer Prevention, an Integrated Recording Environment) for an android device to assist nurses with skin assessment and documentation at bedside. SAPPIRE demonstrates (1) data documentation conforming to the relevant terminology standards, (2) data exchange using Continuity of Care Records (CCR) standard and (3) smart display of patient data relevant to risk parameters to promote accurate pressure ulcer risk assessment with the Braden scale. Challenges associated standardizing assessment data faced during this development and the approaches that SAPPIRE took to overcome them are described.","Pressure ulcer risk assessment, data standardization"
,,,A Total Design and Implementation of an Intelligent Mobile Chemotherapy Medication Administration,Ming-Chuan Kuo,Polun Chang,"The chemotherapy medication administration is a process involved many stakeholders and efforts. Therefore, the information support system cannot be well designed if the entire process was not carefully examined and reengineered first. We, from a 805-teaching medical center, did a process reengineering and involved physicians, pharmacists and IT engineers to work together to design a mobile support solution. System was implemented in March to July, 2013. A 6” android handheld device with 1D BCR was used as the main hardware. 18 nurses were invited to evaluate their perceived acceptance of system based on Technology Acceptance Model for Mobile Service Model. Time saved was also calculated to measure the effectiveness of system. The results showed positive support from nurses. The estimated time saved every year was about 288 nursing days. We believe our mobile chemotherapy medication administration support system is successful in terms of acceptance and real impacts.","chemotherapy medication administration, double-checking, handheld device, ICT technology, mobile support system, Technology Acceptance Model for Mobile Service Model"
,,,Dynamic and Accretive Composition of Patient Engagement Instruments for Personalized Plan Generation,Pei-Yun S. Hsueh,"Xinxin Zhu, Vincent Deng, Sreeram Ramarishnan and Marion Ball","Patient engagement is important to help patients become more informed and active in managing their health. Effective patient engagement demands short, yet valid instruments for measuring self-efficacy in various care dimensions. However, the static instruments are often too lengthy to be effective for assessment purposes. Furthermore, these tests could neither account for the dynamicity of measurements over time, nor differentiate care dimensions that are more critical to certain sub-populations. To remedy these disadvantages, we devise a dynamic instrument composition approach that can model the measurement of patient self-efficacy over time and iteratively select critical care dimensions and appropriate assessment questions based on dynamic user categorization. The dynamically composed instruments are expected to guide patients through self-management reinforcement cycles within or across care dimensions, while tightly integrated into clinical workflow and standard care processes.","Patient engagement, personalized care, dynamic assessment, patient education, self-efficacy measurement"
,Infrastructures to Support Big Data,,Automatic Generation of Nursing Narratives from Entity-Attribute-Value Triplet for Electronic Nursing Records System,Yul Ha Min,"Hyeoun-Ae Park, Joo Yun Lee, Soo Jung Jo, Eunjoo Jeon, Namsoo Byeon, Seung Yong Choi and Eunja Chung","The aim of this study is to develop and evaluate a natural language generation system to populate nursing narratives using detailed clinical models. Semantic, contextual, and syntactical knowledges were extracted. A natural language generation system linking these knowledges was developed. The quality of generated nursing narratives was evaluated by the three nurse experts using a five-point rating scale. With 82 detailed clinical models, in total 66,888 nursing narratives in four different types of statement were generated. The mean scores for overall quality was 4.66, for content 4.60, for grammaticality 4.40, for writing style 4.13, and for correctness 4.60. The system developed in this study generated nursing narratives with different levels of granularity. The generated nursing narratives can improve semantic interoperability of nursing data documented in nursing records.","Computerized medical record systems, nursing records, natural language generation, semantics, nursing process"
,,,Towards Symbiosis in Knowledge Representation and Natural Language Processing for Structuring Clinical Practice Guidelines,Chunhua Weng,"Philip R.O. Payne, Mark Velez, Stephen B. Johnson and Suzanne Bakken","The successful adoption by clinicians of evidence-based clinical practice guidelines (CPGs) contained in clinical information systems requires efficient translation of free-text guidelines into computable formats. Natural language processing (NLP) has the potential to improve the efficiency of such translation. However, it is laborious to develop NLP to structure free-text CPGs using existing formal knowledge representations (KR). In response to this challenge, this vision paper discusses the value and feasibility of supporting symbiosis in text-based knowledge acquisition (KA) and KR. We compare two ontologies: (1) an ontology manually created by domain experts for CPG eligibility criteria and (2) an upper-level ontology derived from a semantic patternbased approach for automatic KA from CPG eligibility criteria text. Then we discuss the strengths and limitations of interweaving KA and NLP for KR purposes and important considerations for achieving the symbiosis of KR and NLP for structuring CPGs to achieve evidence-based clinical practice.","Knowledge Representation, Natural Language Processing, Clinical Trial, Practice Guidelines"
,,,Can Big Data Transform Electronic Health Records Into Learning Health Systems?,Ellen Harper,,"In the United States and globally, healthcare delivery is in the midst of an acute transformation with the adoption and use of health information technology (health IT) thus generating increasing amounts of patient care data available in computable form. Secure and trusted use of these data, beyond their original purpose can change the way we think about business, health, education, and innovation in the years to come. “Big Data” is data whose scale, diversity, and complexity require new architecture, techniques, algorithms, and analytics to manage it and extract value and hidden knowledge from it.","Big data, Health IT, EHR, electronic health record, learning health system, digitization, datafication"
,,,Continuity of Care with HL7 v3 Care Record for Oncology Nursing,Mitchell Duim,Frank Boterenbrood and William T.F. Goossen,"The Clinical Data Ware House needs to meet three functions: reporting quality indicators, clinical research, and continuity of care. This paper reports on one function, namely the development and testing of data exchange for continuity of nursing care for oncology patients. The proof of principle was carried out using system analysis, requirements setting, system design, system development and experiment with the application of Health Level 7 version 3 Care Record electronic message. A successful testing of the Care Record message was conducted, using a case based data-subset for oncology nursing care including personal data, pain, weight and vital signs, among others. Conclusion: The development illustrated that the system components facilitate electronic data exchange from hospital to home care, allowing home care nurses to use received clinical data in their local system. In an incremental approach this data exchange can be enhanced to meet all data and all systems requirements.","electronic patient record, discharge summary, continuity of care, standards, HL7, nursing discharge message"
