년도,분류,형태,제목,1저자,공저자,초록,키워드
,,Paper,Knowledge Transfer in Health Care Through Digitally Collecting Learning Experiences ? Results of Witra Care,Marianne Behrends,"Thomas Kupka, Regina Schmeer, Iris Meyenburg-Altwarg and Michael Marschollek","The goal of the project Witra Care was to investigate how far the use of mobile technology is suitable to collect experience-based knowledge of nurses. Nine new employees and seven experienced nurses received for six weeks a mobile phone or a tablet pc with a mobile application that allowed them to collect learning object as pictures, videos, audio files or notes. In Witra Care the nurses created 303 learning objects. They have found the collecting of learning experiences was helpful for their learning processes. The learning objects demonstrate various aspects of daily routines in nursing. The results of Witra Care show that the documentation of learning experiences with mobile devices helps to gather information about the practical knowledge in the daily work of nurses, identifies individual learning needs of the employees and supports them in their personal learning processes.","Inpatient care, learning, knowledge transfer, mobile devices"
,,Paper,Operationalizing the TANIC and NICA-L3/L4 Tools to Improve Informatics Competencies,Carolyn Sipes,"Dee McGonigle, Kathy Hunter, Toni Hebda, Taryn Hill and Jean Lamblin","Two tools were developed for nurses to self-assess different levels of informatics competencies. The TANIC is used for all nurses to self-assess; the NICA ? L3/L4 is a tool for the informatics nurse specialist (INS) to self-assess skill levels. There are 167 informatics items in the TANIC and 178 advanced informatics items in the NICA ? L3/L4. These tools were piloted; the results presented here. Based on the evaluation, the tools have been integrated into informatics courses at the BSN and MSN programs at Chamberlain College of Nursing, and presented in two AACN webinars and other national conferences. Numerous requests have been honored to provide the tools for other schools of nursing to use in their courses, including DNP programs. Other requests include those from CNIOs and managers to include in their job descriptions for informatics nurses.","Informatics, competencies, TANIC, TIGER, NICA-L3/L4, self-assessment"
,,Paper,Information Literacy in a Digital Era: Understanding the Impact of Mobile Information for Undergraduate Nursing Students,Glynda J. Doyle,Karen E. Furlong and Loretta Secco,"Recent entry-to-practice nursing informatics competencies for Registered Nurses in Canada mean nurse educators need educational strategies to promote student competency within the rapidly evolving informatics field. A collaborative research team from three Canadian nursing programs completed a mixed method survey to describe how nursing students used mobile nursing information support and the extent of this support for learning. The Mobile Information Support Evaluation Tool (MISET) assessed Usefulness/Helpfulness, Information Literacy Support, and Use of Evidence-Based Sources. The quantitative and qualitative data were analyzed to describe students’ perspectives and the ways they used mobile resources in learning situations. Findings suggest nursing students mainly accessed mobile resources to support clinical learning, and specifically for task-oriented information such as drug medication or patient conditions/diagnoses. Researchers recommend a paradigm shift whereby educators emphasize information literacy in a way that supports evidencebased quality care.","Information literacy, nursing education, mobile information, research evaluation, undergraduate nursing students"
,,Paper,Integrating Informatics Content into the Nursing Curriculum,Elizabeth Weiner,"Patricia Trangenstein, Jeffry Gordon and Ryan McNew","Contemporary nursing curricula require that nursing informatics content be integrated across the various levels of the programs that are offered. Many such programs face national accreditation requirements that typically relate more to technology than to informatics. International standards vary in these requirements. How can nursing programs meet these vastly different criteria yet continue to level informatics content that follows quality curriculum standards? This presentation describes one approach across programs that considers already developed competencies in nursing informatics while also taking into consideration the various roles that the graduates will have to assume in advanced practice nursing roles. Levels discussed include the baccalaureate, master's, doctorate in nursing practice, and the traditional Doctor of Philosophy degrees.","Nursing informatics; education, nursing; competency based education; advanced practice nursing; evidence-based nursing"
,,Paper,Preparing the Next Generation of Advanced Practice Nurses for Connected Care,Diane J. Skiba,"Amy J. Barton, Krista Estes, Eric Gilliam, Sarah Knapfel, Chanmi Lee, Gina Moore and Katy Trinkley","The health care delivery system in the United States is transforming at a rapid pace. Several trends, including the emergence of a Connected Health care system, will require advanced nurse practitioners to have new knowledge, skills and competencies to practice in the future. This paper describes the redesign of coursework and the development of a Connected Care Framework to guide the learning needs of nurse practitioners. A Connected Care Quotient consisting of ten relevant questions and learning activities will serve as a guide for the future development of competencies for advanced practice nurses.","Connected Health, Education, Competencies, eHealth"
,,Paper,Technology Readiness of Early Career Nurse Trainees: Utilization of the Technology Readiness Index (TRI),Michelle Odlum,,"Health Information Technology (HIT) adoption by clinicians, including nurses, will lead to reduction in healthcare costs and clinical errors and improve health outcomes. Understanding the importance of technology adoption, the current study utilized the Technology Readiness Index to explore technology perceptions of nursing students. Our analysis identifies factors that may influence perceptions of technology, including decreased optimism for students with clinical experience and increased discomfort of US born students. Our study provides insight to inform training programs to further meet the increasing demands of skilled nursing staff.","Technology Readiness, Health Information Technology, Nurse Trainees"
,,Paper,Development and Evaluation for Active Learning Instructional Design of Epidemiology in Nursing Informatics Field,Yukie Majima,,"Nursing education classes are classifiable into three types: lectures, classroom practice, and clinical practice. In this study, we implemented a class that incorporated elements of active learning, including clickers, minutes papers, quizzes, and group work and presentation, in the subject of “epidemiology”, which is often positioned in the field of nursing informatics and which is usually taught in conventional knowledge-transmission style lectures, to help students understand knowledge and achieve seven class goals. Results revealed that the average scores of the class achievement (five levels of evaluation) were 3.6?3.9, which was good overall. The highest average score of the evaluation of teaching materials by students (five levels of evaluation) was 4.6 for quizzes, followed by 4.2 for announcement of test statistics, 4.1 for clickers, and 4.0 for news presentation related to epidemiology. We regard these as useful tools for students to increase their motivation. One problem with the class was that it took time to organize the class: creation of tests, class preparation and marking, such as things to be returned and distribution of clickers, and writing comments on small papers.","Active Learning, Epidemiology, Instruction Design, Clicker"
,,Paper,Changing Educational Paths in an Informatics Course According to the Needs and Expectations of Nursing Degree Students,Zulma A. Gonz?lez,"Mar?a B. Schachner, Mar?a A. Tattone and Sonia E. Ben?tez","Informatics education in the nursing career varies in each curriculum, and directly impact in training and future development of nurses in the professional field. While the proposed curriculum is based on essential minimum content for professional training, it was necessary to update it according to current technological development, considering the different profiles of students and practice settings, labor and academia. The pedagogical proposals were redesigned in two informatics courses of a Bachelor of Science in Nursing (BSN) at Hospital Italiano de Buenos Aires. We adapted the curricula tailored on prior knowledge, educational path and needs of the students identified and made explicit by them at the beginning of the courses. At the end of the courses, the students surveyed said that the changes were appropriate","Nursing Informatics, Computer science education, Nursing education, Information literacy, Nursing curriculum"
,,Paper,Embedding Nursing Informatics Education into an Australian Undergraduate Nursing Degree,Elizabeth Cummings,"Eun Hee Shin, Carey Mather and Evelyn Hovenga","Alongside the rapid rise in the adoption of electronic health records and the use of technology to support nursing processes, there is a requirement for nursing students, new graduate nurses, and nursing educators to embrace nursing informatics. Whilst nursing informatics has been taught at post graduate levels for many years, the integration of it into undergraduate studies for entry level nurses has been slow. This is made more complex by the lack of explicit nursing informatics competencies in many countries. Australia has now mandated the inclusion of nursing informatics into all undergraduate nursing curricula but there continues to be an absence of a relevant set of agreed nursing competencies. There is a resulting lack of consistency in nursing curricula content nationally. This paper describes the process used by one Australian university to integrate nursing informatics throughout the undergraduate nursing degree curriculum to ensure entry level nurses have a basic level of skills in the use of informatics.","Undergraduate nursing, curriculum, nursing informatics, education, curriculum development, competency"
,,Paper,Using Co-Design with Nursing Students to Create Educational Apps for Clinical Training,Siobhan O’Connor,Tom Andrews,"Mobile technology is being trialed in nursing education to support students in clinical practice, as it can provide instant access to high quality educational material at the point of care. However, most educational mobile apps are generic, off-the-shelf applications that do not take into consideration the unique needs of nursing students, who can require personalised software solutions. This study adapted a socio-cognitive engineering approach and through a series of focus groups with final year nursing students explored the co-design process and gained their input on the design and functionality of a clinical skills based educational app. Results showed students required an uncluttered interface that was fast to navigate and easy to use in busy clinical environments. They also requested simple visual descriptions of key clinical skills and equipment to enable them to quickly refresh their memory so they could perform the skill in practice.",Nursing student; clinical education; mobile technology; mobile app; co-design; co-production; co-creation
,,Paper,Educational Requirements for Mobile Applications in Nursing: Applying the User-Task-Context Matrix to Identify User Classes and Contexts of Use,Elizabeth M. Borycki,"Andre W. Kushniruk, Paul Turner, Johanna Kaipio and Elizabeth Cummings","Mobile applications are increasingly being deployed in healthcare and nurses are expected to use them during their education, practice and during training of patients. In this paper we describe how an approach to modelling user needs known as the user-task-context matrix has been applied to help guide in developing requirements for new mobile applications as well as for selecting applications to be used in different aspects of nursing and patient education. The approach involves first brainstorming the different classes of users of an application and then specifying possible tasks the application can be used for. In addition, different contexts of use of the application are then specified. Application of the method is described for improving understanding of user needs in both design and procurement of healthcare apps related to nursing education.","Nursing informatics, mobile applications, education, user requirements"
,,Paper,Social Media Training for Professional Identity Development in Undergraduate Nurses,Carey Mather,Elizabeth Cummings and Linda Nichols,"The growth of social media use has led to tension affecting the perception of professionalism of nurses in healthcare environments. The aim of this cross-sectional study was to explore first and final year undergraduate student use of social media to understand how it was utilised by them during their course. Descriptive statistical analysis was undertaken to compare differences between first and final year student use. No difference indicated there was a lack of development in the use of social media, particularly concerning in relation to expanding their professional networks. There is a need for the curriculum to include opportunities to teach student nurses methods to ensure the appropriate and safe use of social media. Overt teaching and modelling of desired behaviour to guide and support the use of social media to positively promote professional identity formation, which is essential for work-readiness at graduation, is necessary.",Undergraduate nurse; social media; curriculum design; professional identity.
,Interoperability and Translational IT,Paper,Exchange of Information Between Hospital and Home Health Care: A Longitudinal Perspective,Ragnhild Hellesø,"Line Melby, Berit Brattheim and Pieter Toussaint","In this paper we present a longitudinal perspective of exchange of information providers in hospital and home health care. More specifically we address how this practice has changed over the last six years. In three different studies we have investigated how the information exchange between hospital and home health care throughout a patient transition from admission to discharge has changed over the last six years. The information processes have gone from being mainly paper-based to being digitalized. However, there are still professional challenges to overcome which may contribute to improvements for patients in transition.","Patient trajectory, hospital, exchange of information, longitudinal study, discharge, electronic patient record, electronic health record"
,,Paper,Use of Patient Portals in Older Adults: A Comparison of Three Samples,Eun-Shim Nahm,Knar Sagherian and Shijun Zhu,"Recently, there have been national efforts to use patient portals (PPs) to engage patients in their care. Through PPs, patient can access their health records and communicate with care providers. These functions can be beneficial for older adults who manage multiple chronic conditions. The current nationwide PP implementation, however, lacks strategies for facilitating PP use in older adults. As a first step to fill this gap, this study examined the prevalence of PP use among older adults, the demographic characteristics of older adult PP users, and self-efficacy for using PPs using three samples (two national, one local). Findings suggest that older adult online users are receptive to PPs and can use them like other age groups. Approaches to engage older adults in PP use may differ from those for younger adults, as they have additional support needs. Further research is needed to identify optimal approaches to support older adult populations.","patient portal, older adults, health information technology"
,,Paper,Medication Information Flow in Home Care,Teija Norri-Sederholm,Kaija Saranto and Heikki Paakkonen,"Critical success factors in medication care involve communication and information sharing. Knowing the information needs of each actor in medication process in home care, is the first step to ensure that the right type of information is available, when needed. The aim of the study was to describe the needed and delivered information in home care in order to perform medication care successfully. A total of 15 nurses from primary home care participated a workshop focusing on medication treatment. The qualitative data was collected by focus group technique. Data was analyzed according to content analysis. Three medication information themes were formulated: Client-related information, medication, and medication error. The critical medication information were generic drug information, validity of the list of medication and client’s clinical status. As a conclusion findings, show the diversity of the medication information in home care.","Information flow, medication care, home care, critical information, care transition"
,,Paper,Using Dashboard Technology and Clinical Decision Support Systems to Improve Heart Team Efficiency and Accuracy: Review of the Literature,Sarah Clarke,Marisa L. Wilson and Mary Terhaar,"This review aimed to provide a comprehensive overview of the current state of evidence for the use of clinical dashboards and clinical decision support systems (CDSS) in multidisciplinary teams. A literature search was performed for the dates 2004-2014 on CINAHL, Medline, Embase, and Cochrane Library. A citation search and a hand search of relevant papers were also conducted. (One hundred and twelve full text papers were retrieved of which 22 were included in the review.) There was considerable heterogeneity in setting, users, and indicators utilized. Information on usability and human-computer interaction was thoroughly reviewed. There was evidence that dashboards were associated with improved care processes when end-user input was incorporated and information was concurrent, pertinent and intuitive. There is some evidence that implementing clinical dashboards and/or CDSS that provide immediate access to current patient information for clinicians can improve processes and patient outcomes.","Clinical dashboard, review, clinical decision support systems"
,,Paper,Checking the Quality of Detailed Clinical Models: Instrument Application,Denice van Munster,Irene Krediet and William Goossen,"The exchange of clinical data between electronic health records is a challenge and need flexible models that adapt to clinical needs. Detailed Clinical Models (DCM) are used for this purpose, however, what is their quality? This paper’s objective is to report on the application of an existing instrument to determine DCM quality. A selection of 9 DCMs about oncology care was tested using the ‘Quality Metrics for DCM’. The instrument revealed scores per DCM varying from 16 to 26, rendering one DCM insufficient and five requiring upgrading. The instrument proved practical in its administration and revealed useful feedback for DCM improvement. A core part of a DCM, the actual specification of data elements, is not included in the instrument and is suggested to be added.","Electronic Health Records, Medical Records Systems, Health Care/standards, Detailed Clinical Models, Electronic Messages, HL7 v3."
,,Paper,Low-Cost Wearable for Fatigue and Back-Stress Measurement in Nursing,Halim I. Baquapuri,"Ali Wajdan, Ekaterina Kutafina, Berno Misgeld and Stephan M. Jonas","In recent years the need for informal home care in European countries is growing quickly due to increased life expectancy and demographic change. Informal caregivers have to overcome many obstacles ranging from a lack of adequate training to misjudging their physical and psychological abilities. The aim of this project is to create a low cost wearable device, which unobtrusively measures the physical stress load on caregivers. Two parameters with the most impact on performance and well-being of the caregiver have been identified: fatigue and back-stress. Based on the measurements, an alert is issued if caregivers are not performing a task correctly, or if they are overexerting themselves. This paper discusses the design of such device and description of an initial prototype, its advantages and possible further development and applications.","LillyPad, fatigue, homecare, signal processing, low-cost"
,,Paper,Smart Glasses in Nursing Training ? Redundant Gadget or Precious Tool? A Pilot Study,Michael Marschollek,"Christoph Barthel, Marianne Behrends, Regina Schmeer, Iris Meyenburg-Altwarg and Marcus Becker","Heavy workloads in nursing care and high employee turnover call for efficient methods to support on-the-job training. Within the Witra Care project ? aiming to develop mobile technologies to support knowledge transfer between experienced and inexperienced nurses ? the objective was to investigate the feasibility and perceived usefulness of advanced smart glasses for an exemplary, specific activity in nursing training ? preparation of a surgical instrument table in an operating room. Four trainee nurses performed different tasks using speech-command operated smart glasses within an operating room setting and were asked for their expectations towards this technology, their experiences and perceptions. All tasks could be achieved by the trainee nurses, and the overall perception was that the technology is supportive and helpful. Our results indicate interest in new wearable technologies for supporting training in nursing care. Limitations include small sample size, selection bias and several technical issues such as speech recognition accuracy or short battery lifetime. More research is necessary to evaluate the usefulness and usability of advanced wearable devices for supporting knowledge transfer and training in nursing care.","inpatient care, learning, knowledge transfer, mobile devices, smart glasses"
,,Paper,Clustering the Whole-Person Health Data to Predict Liver Transplant Survival,Lisiane Pruinelli,"Karen A. Monsen, Gyorgy J. Simon and Bonnie L. Westra","This study aims to discover groups (clusters) of patient who share whole-person characteristics. An unsupervised clustering analysis using a hierarchical agglomerative approach was applied to identify meaningful groups of patient characteristics. Results showed that is possible to identify clusters that have similar patient characteristics, and that these characteristics may be associated with survival.","Liver Transplantation, Predictors, Health Data, Cluster Analysis, Informatics"
,,Paper,Integration and Analysis of Heterogeneous Colorectal Cancer Data for Translational Research,Jitendra Jonnagaddala,"Joanne L. Croucher, Toni Rose Jue, Nicola S. Meagher, Lena Caruso, Robyn Ward and Nicholas J. Hawkins","Cancer is the number one cause of death in Australia with colorectal cancer being the second most common cancer type. The translation of cancer research into clinical practice is hindered by the lack of integration of heterogeneous and autonomous data from various data sources. Integration of heterogeneous data can offer researchers a comprehensive source for biospecimen identification, hypothesis formulation, hypothesis validation, cohort discovery and biomarker discovery. Alongside the increasing prominence of big data, various translational research tools such as tranSMART have emerged that can converge and analyse different types of data. In this study, we show the integration of different data types from a significant Australian colorectal cancer cohort. Additionally, colorectal cancer datasets from The Cancer Genome Atlas were also integrated for comparison. These integrated data are accessible via http://www.tcrn.unsw.edu.au/transmart. The use of translational research tools for data integration can provide a cost-effective and rapid approach to translational cancer research.","Colorectal cancer, data integration, data analysis, cohort discovery, biomarker discovery"
,,Paper,A Workflow Framework for Health Management in Daily Living Settings,Mustafa Ozkaynak,"Jacqueline Jones, Jason Weiss, Patrick Klem and Blaine Reeder","Daily-living settings are increasingly becoming care delivery settings, particularly for chronic conditions. Workflow studies can help understand care delivery in daily-living settings, but traditional frameworks originally developed for institutional settings may not be appropriate to study health management in daily-living settings. Based on a qualitative study of health management patterns among eight patients at an academic hospital anticoagulation clinic, we have developed a model for examining daily living setting-based workflow. This model can inform consumer informatics interventions.","Workflow, daily-living settings, routines, context"
,,Paper,Feasibility of the Rule-Based Approach to Creating Complex Pictograms,Jaemin Kim,"Vineet Fnu, Elizabeth Bell and Hyeoneui Kim","To test the effectiveness of the health pictograms created based on the pictogram composite rules, we created 7 new composite pictograms following the composite rules extracted from the USP pictograms. We then tested their understandability by surveying 42 volunteers recruited at a senior wellness center in San Diego, CA. Lower level of comprehension was observed in all 7 new composite pictograms when compared to the USP pictograms with similar styles. No consistent socio-demographic effect on the comprehension of the pictograms was discerned. The major sources of misinterpretations were (1) misunderstanding the main action depicted in the image, (2) ignoring the conditional information, and (3) making an incorrect semantic association between the main information and the conditional information. Design rules from the validated set of pictograms might serve as the starting point for creating a new health pictogram. However, rigorous validation and revision of the initial design should follow.","Medication instruction, health pictograms, composite pictograms, patient education, health literacy"
,,Paper,Identifying Outliers in Data from Patient Record,Dieter Baumberger,Reto Buergin,"It is important for health services to be able to identify potential outliers with minimal effort as part of their daily evaluation of care data from patient record. This study evaluates the suitability of three statistical methods for identifying nursing outliers. The results show that by using methods implemented in the nursing workload measurement system “LEP” with reference to real data, unusual LEP minute profiles (movement, nutrition and so on) can be identified with little effort and therefore seem promising for application to the health services' daily evaluation process. The lessons learned are used to create requirement criteria for the further development of software solutions. It is recommended that the methods for identifying outliers in the daily evaluation process should be standardized in order to increase the efficiency of secondary use of care data from patient record.","Secondary use of Care Data, Evaluation of Care Data, Identification of Outliers, Statistical Methods, Diagnosis Related Groups, Nursing Workload. Electronic Patient Records System."
,,Paper,Analysis of the Nursing Documentation in Use in Portugal ? Building a Clinical Data Model of Nursing Centered on the Management of Treatment Regimen,In?s Cruz,"Fernanda Bastos, Filipe Pereira, Abel Silva and Paulino Sousa","The use of technology to support information produced by nurses, especially information and communication technologies, is a current reality, but the proliferation of different statements of nursing diagnosis has made it more difficult for the production of indicators, hindering semantic interoperability of data. This study analyzed all statements of diagnosis focused on the management of medication regimen, customized to the Nursing Practice Support System (SAPE®) that was being used in Portugal in 2013. A total of 598 statements of nursing diagnoses about the phenomenon under study were analyzed, through an a priori analysis model - the ISO 18104 standard: 2003. The purpose was to identify terms used by nurses to describe the range of diagnoses, thus avoiding conceptual redundancy. After a content analysis process conducted by researchers and a broader group of experts, and when excluded all conceptual redundancy, 30 statements of nursing diagnosis were identified.","Nursing Information Systems, Nursing Diagnosis, Clinical Data Model, Management of Treatment Regimen"
,,Paper,Advancing the Digital Health Discourse for Nurse Leaders,Sally Remus,,"Limited informatics competency uptake is a recognized nursing leadership challenge impacting digital practice settings. The health system’s inability to reap the promised benefits of EHRs is a manifestation of inadequate development of informatics competencies by chief nurse executives (CNEs) and other clinicians. Through the application of Transformational Leadership Theory (TL), this discussion paper explains how informatics competencies enable CNEs to become transformational nursing leaders in digital health allowing them to meet their accountabilities to lead integrated, high-quality care delivery through evidence based practices (EBPs). It is proposed that successful CNE eHealth sponsors will be those armed with informatics competencies who can drive health organizations’ investment in technology and innovation. Finally, some considerations are suggested in how nurse informaticists globally play a critical role in preparing our existing and future CNEs to fulfill their transformational leader roles in the digital age.","digital health, informatics competencies, transformational nursing leadership"
,,Paper,Adaptive Practice: Next Generation Evidence-Based Practice in Digital Environments,Margaret Ann Kennedy,,"Evidence-based practice in nursing is considered foundational to safe, competent care. To date, rigid traditional perceptions of what constitutes ‘evidence’ have constrained the recognition and use of practice-based evidence and the exploitation of novel forms of evidence from data rich environments. Advancements such as the conceptualization of clinical intelligence, the prevalence of increasingly sophisticated digital health information systems, and the advancement of the Big Data phenomenon have converged to generate a new contemporary context. In today’s dynamic data-rich environments, clinicians have new sources of valid evidence, and need a new paradigm supporting clinical practice that is adaptive to information generated by diverse electronic sources. This opinion paper presents adaptive practice as the next generation of evidence-based practice in contemporary evidence-rich environments and provides recommendations for the next phase of evolution.","Evidence-based practice, clinical intelligence, electronic health information systems, big data, practice-based evidence, adaptive practice"
,,Paper,Robotic Assistance in Medication Management: Development and Evaluation of a Prototype,Marco Schweitzer,Alexander Hoerbst,"An increasing number of elderly people and the prevalence of multimorbid conditions often lead to age-related problems for patients in handling their common polypharmaceutical, domestic everyday medication. Ambient Assisted Living therefore provides means to support an elderly’s everyday life. In the present paper we investigated the viability of using a commercial mass-produced humanoid robot system to support the domestic medication of an elderly person. A prototypical software application based on the NAO-robot platform was implemented to remind the patient for drug intakes, check for drug-drug-interactions, document the compliance and assist through the complete process of individual medication. A technical and functional evaluation of the system in a laboratory setting revealed versatile and viable results, though further investigations are needed to examine the practical use in an applied field.","Ambient Assisted Living, humanoid robot, medication management"
,Standards,Paper,Strategic Deployment of Clinical Models,William Goossen,,"The selection, implementation, and certification of electronic health records (EHR) could benefit from the required use of one of the established clinical model approaches. For the lifelong record of data about individuals, issues arise about the permanence and preservation of data during or even beyond a lifetime. Current EHR do not fully adhere to pertinent standards for clinical data, where it is known for some 20 plus years that standardization of health data is a cornerstone for patient safety, interoperability, data retrieval for various purposes and the lifelong preservation of such data. This paper briefly introduces the issues and gives a brief recommendation for future work in this area.","Electronic Health Record, Standards, HL7, ISO 13606, ISO 13972"
,,Paper,Towards a HPV Vaccine Knowledgebase for Patient Education Content,Dennis Wang,"Rachel Cunningham, Julie Boom, Muhammad Amith and Cui Tao","Human papillomavirus is a widespread sexually transmitted infection that can be prevented with vaccination. However, HPV vaccination rates in the United States are disappointingly low. This paper will introduce a patient oriented web ontology intended to provide an interactive way to educate patients about HPV and the HPV vaccine that will to empower patients to make the right vaccination decision. The information gathered for this initial draft of the ontology was primarily taken from the Centers for Disease Control and Prevention’s Vaccine Information Statements. The ontology currently consists of 160 triples, 141 classes, 52 properties and 55 individuals. For future iterations, we aim to incorporate more information as well as obtain subject matter expert feedback to improve the overall quality of the ontology.","Ontology, Vaccine, Human Papillomavirus, Knowledgebase, Patient education."
,,Paper,The Pilot Evaluation of Using the International Classification for Nursing Practice® (ICNP) as the Electronic Nursing Data Exchange Standardization in Taiwan,I-Ching Hou,Meng-Jun Chen,International Classification for Nursing Practice (ICNP®) was developed as the standardized terminology by the International Council of Nursing (ICN) since 1999. It is important to evaluate the applicability of using ICNP® as the electronic nursing data exchange standardization when adopting in Taiwan. A total of 87% clinical nursing problems could be cross-mapped to DC axis of ICNP® version 2 in traditional Chinese language (Kappa = .96). Only five nursing problems (following care problem; blood transfusion; potential risk for unstable blood sugar level; hyperbilirubinemia; and caregiver anxiety) couldn’t be matched. ICNP® could mostly support the electronic nursing data exchange standardization. Developing Taiwan-ICNP® as the local terminology was seemed to be the strategy to create a more adoptive standardization across the country for Taiwan health care data exchange in the future.,"ICNP®, clinical nursing records, terminology, data exchange"
,,Paper,Development and Evaluation of an Adolescents’ Depression Ontology for Analyzing Social Data,Hyesil Jung,Hyeoun-Ae Park and Tae-Min Song,"This study aims to develop and evaluate an ontology for adolescents’ depression to be used for collecting and analyzing social data. The ontology was developed according to the ‘ontology development 101’ methodology. Concepts were extracted from clinical practice guidelines and related literatures. The ontology is composed of five sub-ontologies which represent risk factors, sign and symptoms, measurement, diagnostic result and management care. The ontology was evaluated in four different ways: First, we examined the frequency of ontology concept appeared in social data; Second, the content coverage of ontology was evaluated by comparing ontology concepts with concepts extracted from the youth depression counseling records; Third, the structural and representational layer of the ontology were evaluated by 5 ontology and psychiatric nursing experts; Fourth, the scope of the ontology was examined by answering 59 competency questions. The ontology was improved by adding new concepts and synonyms and revising the level of structure.","adolescents’ depression, ontology, social data analysis, youth counseling record"
,,Paper,Developing a Semantic Model to Describe Physical Activity Data,Hyeoneui Kim,"Jihoon Kim, Edna Shenvi, Jimmy Quach, Brian Sutjiadi, Alex Richardson and Ko-Wei Lin","The importance of data in the social and behavioral domains to biomedical research is increasing, but ensuring the reusability of such data through standardization is not a trivial task. To start addressing this challenge, we developed a semantic model of the physical activity domain by reviewing 302 physical activity questions collected from standardized questionnaires and public data repositories. Our semantic model is comprised of activity keywords, qualifiers, response measures and context. We identified three types of contexts: active lifestyle, physical capacity, and environment. The majority (94%) of the 204 activity keywords extracted from the 302 questions were mapped to the UMLS Metathesaurus. Preliminary evaluation of our model with 309 additional activity questions showed that the majority of the questions were related to one of the three context categories. We also noted the need to expand context categories to incorporate the questions assessing psychological aspects of dealing with physical activities.","physical activity, data standardization, data modeling, standardized terminology, data discoverability"
,,Paper,Event Reports Promoting Root Cause Analysis,Swananda Pandit,Yang Gong,"Improving health is the sole objective of medical care. Unfortunately, mishaps or patient safety events happen during the care. If the safety events were collected effectively, they would help identify patterns, underlying causes, and ultimately generate proactive and remedial solutions for prevention of recurrence. Based on the AHRQ Common Formats, we examine the quality of patient safety incident reports and describe the initial data requirement that can support and accelerate effective root cause analysis. The ultimate goal is to develop a knowledge base of patient safety events and their common solutions which can be readily available for sharing and learning.","Patient safety event, incident reporting system, data quality, root cause analysis (RCA), AHRQ Common Formats"
,,Paper,Outcome Calculations Based on Nursing Documentation in the First Generation of Electronic Health Records in the Netherlands,Wolter Paans,Maria M?ller-Staub and Wim P. Krijnen,"Previous studies regarding nursing documentation focused primarily on documentation quality, for instance, in terms of the accuracy of the documentation. The combination between accuracy measurements and the quality and frequencies of outcome variables such as the length of the hospital stay were only minimally addressed. An audit of 300 randomly selected digital nursing records of patients (age of >70 years) admitted between 2013-2014 for hip surgery in two orthopaedic wards of a general Dutch hospital was conducted. Nursing diagnoses: Impaired tissue perfusion (wound), Pressure ulcer, and Deficient fluid volume had significant influence on the length of the hospital stay. Nursing process documentation can be used for outcome calculations. Nevertheless, in the first generation of electronic health records, nursing diagnoses were not documented in a standardized manner (First generation 2010-2015; the first generation of electronic records implemented in clinical practice in the Netherlands).","nursing documentation, outcome calculation, nursing process, orthopedic surgery, electronic health record."
,,Paper,Testing of Triggers by Data Mining of Epilepsy Patients’ Structured Nursing Records,Ulla-Mari Kinnunen,"Eija Kivek?s, Pekka Paananen, Reetta K?lvi?inen and Kaija Saranto","Epilepsies are neurological disorders with many different etiologies, symptoms and prognoses. Care for epilepsy patients should be uniform, homogeneous and optimized to avoid unnecessary hospitalizations or even worse outcomes. FinCC-based structured nursing documentation facilitates analyzing patient profiles and populations, developing care processes, nursing documentation, decision-making, and data reuse. This research aimed to determine the potential for finding possible risks for epilepsy patients’ health and well-being from the structured nursing data with defined triggers for epilepsy patients. The research data included structured documentation of nursing diagnoses of and interventions for adult epilepsy patients (n=100) at one neurological ward in a university hospital in 2009?2013. The results showed that nurses documented abundantly, and all triggers were mostly found. The study results will be reviewed by the neurological ward nurses to assess the FinCC and highlight the importance of documentation.","Data mining, text mining, documentation, terminology, trigger"
,,Paper,Standardized Nursing Documentation Supports Evidence-Based Nursing Management,Minna Mykk?nen,Merja Miettinen and Kaija Saranto,"Nursing documentation is crucial to high quality, effective and safe nursing care. According to earlier studies nursing documentation practices vary and nursing classifications used in electronic patient records (EPR) are not yet standardized internationally nor nationally. A unified national model for documenting patient care improves information flow in nursing practice, management, research and development toward evidence-based nursing care. Nursing documentation quality, accuracy and development requires follow-up and evaluation. An audit instrument is used in the Kuopio University Hospital (KUH) when evaluating nursing documentation. The results of the auditing process suggest that the national nursing documentation model fulfills nurses’ expectations of electronic tools, facilitating their important documentation duty. This paper discusses the importance of using information about nursing documentation and how we can take advantage of structural information in evidence-based nursing management.","Nursing documentation, Finnish Care Classification system (FinCC), evidence based nursing care, evaluation, nursing management"
