년도,분류,형태,제목,1저자,공저자,초록,키워드
2021,"Health Policy, Service Delivery and Ethics",Paper,A Bibliometric Analysis of Alert Override in Clinical Decision Support,Siru Liu,"Jinbo Fang, Qingke Shi and Jialin Liu","The aim of this study was to understand the status and trend in alert override research over the past two decades (1999-2018). We used the Web of Science core collection (WoSCC) database to extract all papers of alert override in clinical decision support from 1999 to 2018. A total of 150 papers were identified, most (86.67%) being articles. This study presented the key bibliometric indicators such as annual publications, top 5 authors, institutions, countries, and co-occurrence of terms from the titles and abstracts. VOSviewer was used to visualize keywords knowledge maps. The results show that alert override research has a wide variety of research themes and a multidisciplinary character. This study provides a broad view of the current status and trends in alert override research. It may help researchers, clinicians and policymakers better understand alert override research field change and direction in the future.","Bibliometric, visual analysis, override, alert, clinical decision support"
2021,"Health Policy, Service Delivery and Ethics",Paper,Building Nursing Knowledge to Meet the Needs of Disruptive Technology Healthcare Re-Design,Paula Procter,Ursula H?bner and Changrong Yuan,"This paper provides a discourse based upon the key development of nursing in response to the emerging 4Ds of health technology re-design. Building informatics capability among health professionals is a workforce issue necessitated through the increasing prevalence of information technology and digitization of healthcare affecting the entire health workforce, specifically front-line nurses. The key concepts will be explored of Digitization, Distribution, Disruption and Diversity, a framework recognising the tsunami of technology such as Big Data analytics, comprehensive decision support systems for nursing, nanobots, robotics, and pharmacogenomics and the impact these have upon the nursing workforce.","Health technology re-design, nursing workforce"
2021,"Health Policy, Service Delivery and Ethics",Paper,Disparity in Access to Care Impacts Liver Transplant Mortality,Danielle Lentobarros,"Sarah Karp, Gyorgy J Simon, Timothy Pruett, Jesse Schold and Lisiane Pruinelli","This study aims to analyze how access to care influences patient mortality rates after liver transplants in adults by analyzing the relationships between insurance coverage, income, geographic location, and mortality rates posttransplantation. It was hypothesized that a sociodemographic variable, such as insurance type, geographical location, and income level would impact mortality rates post-liver transplant. Results showed that unknown insurance coverage increased the likelihood of mortality post-transplant, income level was not found to be a significant indicator, and patients living in the Northeast region of the United States were more likely to die post-liver transplant.","Liver transplantation, mortality, health disparity"
2021,"Health Policy, Service Delivery and Ethics",Paper,Perceptions About Nursing Practice Based on the Internet of Things: A Survey of Nursing Managers,Ryoma Seto,"Ryosuke Hosaka, Kai Ishida, Atsushi Shibasaki, Masae Nakamoto and Hiroyuki Miyakoshi","The purpose of this study was to investigate the perceptions of nursing managers about adopting nursing practices based on the Internet of Things and to examine related ethical issues. Questionnaires were sent to 538 nursing managers in Japan, with 131 responses. Of these, 87% and 33% agreed that a system using radio frequency identifiers would be useful for locating patients and nurses, respectively, 58%?81% recognized the value for patient safety of various camera systems for nursing observation, such as cameras linked to biometric alarms, 73% agreed the usefulness of automatically prioritizing alarms, but only around 39% were in favor of using facial recognition to help nursing observation. Many nursing managers expressed concerns about privacy. Data storage for at least 6 months was supported by 53% for location data and 41% for ceiling camera videos. Thus, nursing practice based on the Internet of Things is widely accepted in Japan.","Internet of Things, nursing managers, nursing practices"
2021,"Health Policy, Service Delivery and Ethics",Poster,Assessment of the Chinese Literature for Nursing Informatics Education Initiatives,Siri Liu,"Tao Zheng, Jinbo Fang and Jialin Liu","The purpose of this study is to understand the state of the literature on nursing informatics education in Mainland China. We used the CNKI database (China National Knowledge Infrastructure) to extract all papers of nursing informatics education from 2009 to 2018. 20 high-frequency keywords, a co-word matrix, and three research themes were conducted on the 18 papers. These results can be used to improve our understanding of nursing informatics education in Mainland China.","Nursing informatics, education, China"
2021,"Health Policy, Service Delivery and Ethics",Poster,Explore Nursing Informatics Research Theme Using Co-Word Analysis,Siru Liu,"Tao Zheng, Jinbo Fang and Jialin Liu",This study aims to identify research themes and hotspots in nursing informatics over the past decade. We retrieved literature published from the Web of Science Core Collection (WoSCC) between 2009 and 2018. The study identified four research themes by co-word analysis. Four clusters of keyword reflect four research themes in the field. The results will help researchers understanding the research themes of nursing informatics.,"Co-word analysis, nursing informatics, research"
2021,"Health Policy, Service Delivery and Ethics",Poster,Sharing Clinical Notes in a Canadian Mental Health Setting: Recommendations from Applying the Consolidated Framework for Intervention Research,Brian Lo,"Iman Kassam, Keri Durocher, Danielle Shin, Nelson Shen and Gillian Strudwick","During the COVID-19 pandemic, the OpenNotes movement presents an optimal solution for virtual engagement through the sharing of clinical notes within mental health care settings. Therefore, we conducted interviews to discover how mental health clinicians interact with patients using OpenNotes. We integrated The Consolidated Framework for Intervention Research to establish implementation recommendations. As both challenges and opportunities were identified, future research should address challenges to foster patient and clinician engagement in sharing clinical notes.","Clinical notes, patient portal, mental health, OpenNotes, psychiatry, nursing informatics"
2021,"Health Policy, Service Delivery and Ethics",Poster,Web-Based Text Analysis of the Patient Safety Concerns of Various Healthcare Stakeholders,Insook Cho,Minyoung Lee and Yeonjin Kim,"Patient safety is a fundamental aspect of the quality of healthcare and there is a growing interest in improving safety among healthcare stakeholders in many countries. The Korean government recognized that patient safety is a threat to society following several serious adverse events, and so the Ministry of Health and Welfare of the Korean government set up the Patient Safety Act in January 2015. This study analyzed text data on patient safety collected from web-based, usergenerated documents related to the legislation to see if they accurately represent the specific concerns of various healthcare stakeholders. We adopted the unsupervised natural language processing method of probabilistic topic modeling and also Latent Dirichlet Allocation. The results showed that text data are useful for inferring the latent concerns of healthcare consumers, providers, government bodies, and researchers as well as changes therein over time.","Patient safety, natural language processing, topic modeling, healthcare stakeholders"
2021,Informatics in Clinical Care,Paper,Application of Anti-Stigma Design Heuristics for Usability Inspection,Abdul-Fatawu Abdulai,"A Fuchsia Howard, Heather Noga, Paul J Yong and Leanne M Currie","User interface evaluation has become important in developing usable health care technologies. Although usability engineering methods have been applied in the design and evaluation of health care software, available heuristics focus on task-work aspects and do not address stigma associated with many health conditions. We used a previous set of heuristics and propose a new set of anti-stigma heuristics to evaluate stigmatization in health care websites. The extended set of heuristics were concurrently applied in a heuristic evaluation and a cognitive walkthrough to evaluate an endometriosis and sexual pain website. The walkthrough involved 5 tasks that required 21 actions to execute. Twenty-six usability problems were identified and recommendations for re-design were made to the design team before end-user testing. The anti-stigma heuristics received worse ratings than the traditional heuristics, resulting in several design changes that might otherwise have been missed. Thus, the new anti-stigma heuristics were a valuable contribution.","Cognitive walkthrough, heuristic evaluation, anti-stigma heuristics, endometriosis, sexual pain, user interface, nursing informatics"
2021,Informatics in Clinical Care,Paper,Challenges of Digital Commons: A Qualitative Study of an Automated Dispensing Cabinet in a Paediatric Intensive Care Unit,Valentina Lichtner,"Mirela Prgomet, Peter Gates, Bryony Dean Franklin and Johanna I Westbrook","Missed medication doses can affect patient safety in hospitals. The use of automated dispensing cabinets (ADC) in clinical areas may reduce the occurrence of medications being unavailable at the time of need by alerting pharmacy to replenish stock. However, workarounds in ADC use can affect this capability. We studied nurses’ use of an ADC in a paediatric intensive care unit with ~54 hours of observation, semi-structure interviews (19 nurses; 4 pharmacy/management staff) and review of reported incidents. We found running out of medication a recurrent problem despite the ADC. Contributing factors affecting data entry in the ADC, and therefore replenishment alerts to pharmacy, included: the organisation of medication activities in the ward, nurses’ information needs, patients’ medication needs, and ADC design. Running out of medications was a ‘tragedy of the commons’. Effective solutions may require going beyond user training and directives for accurate data entry, to work process redesign.","Medication systems, automation, patient safety, systems thinking"
2021,Informatics in Clinical Care,Paper,Comparison of Word and Character Level Information for Medical Term Identification Using Convolutional Neural Networks and Transformers,Sandaru Seneviratne,"Artem Lenskiy, Christopher Nolan, Eleni Daskalaki and Hanna Suominen","Complexity and domain-specificity make medical text hard to understand for patients and their next of kin. To simplify such text, this paper explored how word and character level information can be leveraged to identify medical terms when training data is limited. We created a dataset of medical and general terms using the Human Disease Ontology from BioPortal and Wikipedia pages. Our results from 10-fold cross validation indicated that convolutional neural networks (CNNs) and transformers perform competitively. The best F score of 93.9% was achieved by a CNN trained on both word and character level embeddings. Statistical significance tests demonstrated that general word embeddings provide rich word representations for medical term identification. Consequently, focusing on words is favorable for medical term identification if using deep learning architectures.","Terminology, text simplification, deep learning, word embedding"
2021,Informatics in Clinical Care,Paper,Data Entry Form Designing Tools and Software Usability in DHIS2,Lawrence Fatsani Byson,,"The advent of configurable software has shifted the implementation of software solutions from total reliance on software developers to towards increased participation of end-users. End-users are now able to create software solutions without the need for writing code but through configuration and customisation. Despite the increasing use of configurable software challenges on designing the software platform architecture, process of testing and usability exists in configurable software. The research aimed at evaluating how available interface elements influence usability in DHIS2. Empirical data was collected by studying the design of custom data collection forms for routine health data collection with two groups of users. 80% and 90% were recorded as completion rates of the designed task and overall efficiency of 86.23% and 89.94% was achieved between the two groups. Lack of relevant editing features, increased distance between related objects, lack of conformity to Keep It Simple, Stupid (KISS) and minimalistic design principle were found to be the major challenges affecting the usability.","Configurable software, DHIS2, usability, custom forms, data entry"
2021,Informatics in Clinical Care,Paper,Designing Depression Screening Chatbots,G Giunti,"M Isomursu, E Gabarron and Y Solad","Advances in voice recognition, natural language processing, and artificial intelligence have led to the increasing availability and use of conversational agents (chatbots) in different settings. Chatbots are systems that mimic human dialogue interaction through text or voice. This paper describes a series of design considerations for integrating chatbots interfaces with health services. The present paper is part of ongoing work that explores the overall implementation of chatbots in the healthcare context. The findings have been created using a research through design process, combining literature survey of existing body of knowledge on designing chatbots, analysis on state-of-the-practice in using chatbots as service interfaces, and generative process of designing a chatbot interface for depression screening. In this paper we describe considerations that would be useful for the design of a chatbot for a healthcare context.","mHealth, chatbots, conversational agents, depression, healthcare, artificial intelligence, machine learning, natural language processing"
2021,Informatics in Clinical Care,Paper,Developing Theoretical Underpinnings for Nursing Workaround Research Using a Mixed Method Approach,Jennifer Browne,Carrie Jo Braden,"The use of health information technology (HIT) in acute care had an unexpected impact on nursing workflow. It often took a nurse extra steps or extra time to complete a process once documentation and medication administration was automated. In response to HIT problems, nurses developed workarounds. Research on workarounds has been hindered by a lack of variable definitions and research models. This paper presents results of a mixed methods study that proposes definitions for workarounds, associated variables and a multi-level model.","Nursing workaround, health information technology workaround"
2021,Informatics in Clinical Care,Paper,How Well Do Computerised Decision Support Systems Cover Nursing Standards of Practice? A Literature Review,Saba Akbar,David Lyell and Farah Magrabi,"The use of computerized decision support systems (DSS) in nursing practice is increasing. However, research about who uses DSS, where are they implemented, and how they are linked with standards of nursing is limited. This paper presents evidence on users and settings of DSS implementation, along with specific nursing standards of practice that are facilitated by such DSS. We searched six bibliographic databases using relevant terms and identified 28 studies, each evaluating a unique DSS. Of these, 24 were used by registered nurses and 19 were implemented in short-term care units. Most of the DSS were found to facilitate nursing standards of assessment and intervention, however, outcome identification and evaluation were the least included standards. These findings not only highlight gaps in systems but also offer opportunities for further research development in this area.","Computer assisted decision making, nurses’ scope of practice, clinical informatics"
2021,Informatics in Clinical Care,Paper,Effect of Transformational Leadership on Nursing Informatics Competency of Chinese Nurses: The Intermediary Function of Innovation Self-Efficacy,Jie Jing,"Eksiri Niyomsilp, Linli Xie, Haixia Jiang and Rong Li","Nursing informatics competency has crucial functions in the development of a hospital and patient safety. On the basis of the theory of selfconcept, there has been an inadequate study of the influence of transformational leadership on nursing informatics competency mediated by innovation selfefficacy. A descriptive correlational research design was conducted for 586 Chinese nurses from five public hospitals. The measurements were obtained from a questionnaire on transformational leadership, nursing informatics competency, innovation self-efficacy, and a sociodemographic datasheet. We identified a positive correlation between transformational leadership and nursing informatics competency. Innovation self- efficacy had a mediating effect. Managers need to provide measures to shape their transformational leadership style and promote innovation self-efficacy of nurses, which enhances nursing informatics competency of nurses.","Transformational leadership, nursing informatics competency, innovation self- efficacy, nurse, China"
2021,Informatics in Clinical Care,Paper,Nurses’ Use of mHealth Functions,Charlene Ronquillo,"V Susan Dahinten, Vicky Bungay and Leanne M Currie","Nurses’ use of mHealth remains largely unexplored despite enthusiasm for its use in health systems. We conducted a survey (n=341) to examine nurses’ use of mHealth technologies in Canada; this paper presents findings of sub questions within a larger study. Differences in common mHealth functions used by nurses were examined by population setting (large urban centre, medium centre, small centre, and rural area) and type of organization (hospital, community health, nursing home or long-term care, and other). A significant difference by population setting was found in the use of the mHealth functions to support decision making. Significant differences by type of organization were found in the use of the mHealth functions for care plans, outside communication, general/basic documentation, accessing information resources, and ‘other’ functions. Results from this study are the first to provide details of the current state and nature of nurses’ use of mHealth.","Nursing, mHealth, health technology, nursing informatics, telehealth"
2021,Informatics in Clinical Care,Paper,Perceptions of Personal Health Records in Rural Primary Health Clinics in Canada ? Patient Perspectives,Leanne M Currie,"Kathy Rush, Lindsay Burton, Mona Mattei and Matthias G?rges","Personal health records are increasingly being deployed in healthcare settings. In this study we explored patients’ perceptions of personal health records in a rural community in Canada where a primary health network is being deployed. A focus group was held and data were thematically analysed. All patients used technology on a regular basis. Themes included communication and information sharing, issues with access to prior health records, data content and data control and features and functions for continuity of care. Participants expressed desire to be owners of their own record, but described instances where they might be too ill to do so. Participants were hopeful that the functions of a personal health record might help to overcome frustrations with current fragmented information and open to using technologies as part of their care process. Personal health records are promising technologies to overcome fragmented care in rural communities.","Nursing Informatics, rural, personal health record, patient oriented research, patient reported outcomes measures"
2021,Informatics in Clinical Care,Paper,Scrum Framework and Health Solutions: Management and Results,Gisele Torrente,"Thiago Queiroz de Souza, Lie Tonaki, Ana Paula Cardoso, Leon Manickchand Junior and Geferson Oliveira da Silva","Technology arrives aiming at bringing benefits to society, with aspects applied to health such as Information and Communication Technologies (ICTs). Developing a technology solution requires methodological rigor and systematic instructional design. This experience report method used the Agile methodology for management and control of results in the development of Information and Communication Technologies. The Agile methodology was adopted using the Scrum framework, involving people, artifacts, and ceremonies. The Scrum team was consisted of multidisciplinary professionals and undergraduate students. Artifacts are comprised of product backlog, sprints, sprint backlog, time-box, ready concept, and release burn-down. The adoption of the Scrum methodology helps with the integration of roles and knowledge to a project. Moreover, it efficiently helps carrying out activities by allowing careful analysis of each stage with regard to quality, technology, and implementation.","Technology; point-of-care system; health sciences, technology, and innovation management; information technology; nursing, information system"
2021,Informatics in Clinical Care,Paper,AI in Healthcare,Eileen Koski,Judy Murphy,"The potential value of AI to healthcare, and nursing in particular, ranges from improving quality and efficiency of care to delivering on the promise of personalized and precision medicine. AI systems may become virtually indispensable as ever more data is amassed about every aspect of health. AI can help reduce variability in care, while improving precision, accelerating discovery and reducing disparities. AI can empower patients and potentially allow healthcare professionals to relate to their patients as healers supported by the combined wisdom of the best medical research and analytic technology. There are, however, many challenges to understanding the optimal uses of AI; addressing the technological, systemic, regulatory and attitudinal roadblocks to successful implementation; and integrating AI into the fabric of health care. This paper provides a grounding in the origins and fundamental building blocks of AI, applications in healthcare and for nursing, and the critical challenges facing implementation in healthcare.","Artificial Intelligence (AI), Natural Language Processing (NLP), artificial neural networks, classifiers, Machine Learning (ML), image analysis, augmented intelligence, cognitive computing"
2021,Informatics in Clinical Care,Paper,Updating the Standardized Terminology for Nurses’ Daily Documentation,Pia Liljamo,"Anne Kuusisto, Timo Ukkola, Mikko H?rk?nen and Ulla-Mari Kinnunen","n Finland, the nationally unified and standardized nursing documentation model comprises the nursing process model and the Finnish Care Classification (FinCC). The aim of the study was to assess how well the further developed FinCC complies with actual nursing practices and how pragmatic and understandable it is. An e-questionnaire based on the revised version of the FinCC was sent to healthcare organizations (n=34) and Universities of Applied Sciences (n=14). Data was gathered and organized in Excel. Narrative comments were read and analyzed. The mean of questions of 17 components of both the FICND and the FICNI was over four (scale 1?5). The biggest revision of the FinCC is that different scales and evidence-based research have been utilized in the development of the terminology. Based on the findings, revisions have been made, and the new version, FinCC 4.0, will be published at the end of 2019.","Documentation, nursing informatics, standardized nursing terminology"
2021,Informatics in Clinical Care,Paper,Using “Integrated Reminders of Nursing Written Assignment” to Reduce the Interruptions in Nursing Care,Chia-Hui Chu,Shu-Hui Weng,"Nursing interruptions can suspend the nursing process and distracting the nurses' attention. In a nursing information system, there are lots of pop-up windows to notify the nurses to complete the nursing records. These notifications can also interrupt the original work. We proposed an ""Integrated Reminders of Nursing Written Assignment"" system to reduce the number of interruptions from the nursing information system. The result showed that the number of pop-up windows decreased from 489.48 to 0 per shift. The completeness of the nursing records raised from 97.3% to 100%. The ""Integrated Reminders of Nursing Written Assignment"" can effectively reduce the frequency of nursing interruptions and improve the quality of nursing records.","Nursing interruptions, integrated reminders, completeness of nursing written assignment"
2021,Informatics in Clinical Care,Paper,Regression Equations for Weight Estimation in Paediatric Resuscitation,Sally Britnell,"Gael Mearns, Graham Howie and Dave Parry","Weight estimation is critical in paediatric resuscitation, as stopping to weigh a child could influence their survival. Weight estimation methods used in New Zealand (NZ) are not accurate for the population, increasing the complexity of prescribing medication and selecting equipment. Develop regression equations (RE) to predict the weight of NZ children based on height, sex, age and ethnicity to be deployed in a mobile application (Weight Estimation Without Waiting). The RE was derived from retrospective regression modelling of a large existing dataset. Data were presented using descriptive statistics and calculation of means, limits of agreement and the proportion of weight estimates within a percentage of actual weight. The RE developed in this study outperformed existing age-based weight estimation methods while providing a method to ensure that weight estimation techniques evolve with NZ children.","Weight estimation, paediatric, resuscitation, New Zealand"
2021,Informatics in Clinical Care,Poster,Building an Integrated Radiotherapy Information System to Improve Patient Safety,Hsiang-Fen Lai,"Jia-Yi Yeh, Yu-Wei Cheng and Chu-Lan Lin","In our hospital, the medical records of patients receiving tumor radiotherapy were paper-base. The purpose of this study was to develop an integrated radiotherapy information system to improve the quality and efficiency of treatment for patients with cancer. What’s more, it’s expected that the system can reduce time and errors caused by manual record.","Radiation oncology, data integration, patient safety"
2021,Informatics in Clinical Care,Poster,Developing a Rule-Based Expert System to Infer Customized Care Plans for Long Term Care Patients,Chih-Hsuan Yeh,Chiao-Ling Hsu and Polan Chang,"Systems of long-term care are needed in aging society to meet the needs of older people. In rapidly increasing demand for long-term care, how to ensure the quality of long-term care is an important issue. Therefore, we designed a rule-based expert system that automatically generates customized care plans based on the assessment results. Aims to provide health providers a useful tool in long term patients management.",
2021,Informatics in Clinical Care,Poster,Evaluation of an Automated Dispensing Cabinet in Paediatric Intensive Care ? Focus on Controlled Medications,Valentina Lichtner,"Mirela Prgomet, Peter Gates, Bryony Dean Franklin and Johanna I Westbrook","Evidence is limited of automated dispensing cabinets (ADCs) impact on effectiveness and efficiency of controlled drugs’ (CDs) governance processes. We carried out a mixed-methods study of an ADC in an intensive care unit. We found ADC improved effectiveness and efficiency of governance of CDs through secure storage, alerts and automated recording of transactions. Limitations were associated with ADC design and ‘fit’ between ADC and some types of CDs.","Controlled drugs, medication systems, hospitals"
2021,Informatics in Clinical Care,Poster,System Management Software for Emergency Call,Gisele Torrente,"Jander Menezes Cavalcanti, Laila Melissa De Castro Pinheiro Barbosa, Elielza Guerreiro Menezes, Camila Santana, Thiago Queiroz de Souza, Leon Manickchand Junior, Felipe Mota, Fernanda Costa Pimentel and Geferson Oliveira da Silva","Present the experience of the development of a system as an effective communication strategy between the user/requester and the mobile prehospital care service. It is a methodological study, fragmented into five stages, developed by health and technology professionals and students. The five stages were followed to reach the final product. The app is groundbreaking and contributes to the safe and efficient communication with healthcare professionals and users.","Emergency Medical Services, information technology, informatics in nursing, technology in health, mobile applications"
2021,Informatics in Clinical Care,Poster,The Application of Smart Medical Care in Community Health Maintenance from User Experience: A Preliminary Study in College Students,Hsieh Chia-Jung,Hsu Tzu-Chi and Hsu Pei-Chang,"The aim of this study was to explore the students’ perception of the development of smart healthcare, especially the experience of using 3C products in the maintenance of personal health. This helps us understand the capacity health managers should be endowed with in the modern era of smart medicine. And, we unraveled the college students’ subjective feelings about using APP in health. Our results provide references for incorporating health maintenance platform resources into basic healthcare curriculums.","Smart healthcare, community health maintenance, user experience"
2021,Informatics in Clinical Care,Poster,Critical Care Nurses’ Perceptions of Clinical Alarm Management on Nursing Practice,Ting-Ting Lee,Yu-Shan Shih,"The management of alarms is a key responsibility of critical care nurses. A qualitative study with focus group interviews were conducted with 37 nurses in Taiwan. Four main themes were derived: the foundation of critical care practice, a trajectory of adjust alarms management, negative impacts on care quality and patient safety, hope for remote control and multimodal learning. Results revealed that diverse training methods may facilitate nursing competency and devices usability to promote critical care.","Alarm management, critical care, patient safety"
2021,Informatics in Clinical Care,Poster,The Use of Event-Related Potentials and Machine Learning to Improve Diagnostic Testing and Prediction of Disease Progression in Parkinson’s Disease,Robin Vlieger,"Elena Daskalaki, Deborah Apthorp, Christian J Lueck and Hanna Suominen","Current tests of disease status in Parkinson’s disease suffer from high variability, limiting their ability to determine disease severity and prognosis. Event-related potentials, in conjunction with machine learning, may provide a more objective assessment. In this study, we will use event-related potentials to develop machine learning models, aiming to provide an objective way to assess disease status and predict disease progression in Parkinson’s disease.","Diagnosis, event-related potentials, machine learning, Parkinson disease, disease status, prediction"
2021,Innovation and Entrepreneurship in Nursing,Paper,Nursing Informatics Research Trends: Findings from an International Survey,Laura-Maria Peltonen,"Raji Nibber, Lorraine Block, Charlene Ronquillo, Erika Lozada Perezmitre, Adrienne Lewis, Dari Alhuwail, Samira Ali, Mattias Georgsson, Eunjoo Jeon, Jude L Tayaben, Ying-Li Lee, Chiu-Hsiang Kuo, Shao-Hui Shu, Hanjen Hsu, Janine Sommer, Raymond Francis R. Sarmiento, Hyunggu Jung, Gabrielle J. Eler, Martha K. Badger, Rui Zhao, Tong Zhou, Haley Deforest, Suleman Atique, Maxim Topaz and Lisiane Pruinelli","This follow-up survey on trends in Nursing Informatics (NI) was conducted by the International Medical Informatics Association (IMIA) Student and Emerging Professionals (SEP) group as a cross-sectional study in 2019. There were 455 responses from 24 countries. Based on the findings NI research is evolving rapidly. Current ten most common trends include: clinical quality measures, clinical decision support, big data, artificial intelligence, care coordination, education and competencies, patient safety, mobile health, description of nursing practices and evaluation of patient outcomes. The findings help support the efforts to efficiently use resources in the promotion of health care activities, to support the development of informatics education and to grow NI as a profession.","Nursing informatics, big data, artificial intelligence, survey, trends"
2021,Innovation and Entrepreneurship in Nursing,Poster,Applying the Nursing Ecosystem Concept to Developing Strategic Innovation and Entrepreneurial Leadership for Valued Patient Care,Lois M Hazelton,"Laurence M Gillin, Kathleen A Mccormick and Evelyn J Hovenga","Research confirms entrepreneurial leadership encourages entrepreneurial behaviour and an entrepreneurial culture supports the development of ‘entrepreneurial mindset’. Nurses implementing and optimizing information technology need to work with numerous stakeholders that collectively make up their ecosystem. Indeed, nurses with an entrepreneurial mindset increase their ability to sense opportunities and mobilize the resources and knowledge required to seek 'informatics’ opportunities to deliver patient centred care across the whole ecosystem.","Implementation and optimization of information systems in healthcare, ecosystem, innovation, organisational culture, entrepreneurial mindset"
2021,Innovation and Entrepreneurship in Nursing,Poster,Develop a Mobile Nursing App to Improve Nursing Workflow and Effectiveness Assessment,Chin-Yuan Tsan,"Meng-Chun Chen, Jia-Chang Wen and Yi-Chen Wang","We develop a mobile care application that includes tools such as voice input, image upload, and image recognition. This procedure will be used in clinical care. The study is expected to undergo actual use testing in the ward and a questionnaire survey three months after use. During use, the mobile phone connection data will continuously monitor to analyze the number and time of connection records.","Mobile nursing APP, speech recognition, image recognition"
2021,Innovation and Entrepreneurship in Nursing,Poster,Development of Home-Based Exercise Mobile Application for Patients with Peripheral Artery Disease,Yesol Kim,"Mihui Kim, Gi Wook Ryu and Mona Choi","This study aimed to develop a home-based exercise application to improve the exercising performance in patients with peripheral artery disease. This application is based on a theoretical framework and is paired with a wearable device, Fitbit Charge4. The application comprised five main categories with 30 screens: login, a record of exercise, goal achievement, information, and motivation. Using the application to nursing practice can manage and encourage patients to exercise without limitations of time and place.","Exercise, mobile applications, peripheral arterial disease, telemedicine, wearable electronic devices"
2021,Innovation and Entrepreneurship in Nursing,Poster,Practicality of Wound Detection Using Smartphone Measure App,Chun-I Fang,"Tseng-Tzu Wu, Chen-Yi Chu and Yen-Chiao Lu","The record of the pressure sore with photo needs to be measurable. We compare the time consumption of wound assessment ruler and measure application of smartphone and the satisfaction of the users. The time needed is 20 and 35 seconds for the ruler and the application on average. But the satisfaction is better for application for its convenience, less infection, and the accuracy of measurements.","Wound measurement, nursing information, smartphone application"
2021,Innovation and Entrepreneurship in Nursing,Poster,Validation of Agitated Patient Remote Monitoring Alarm System in the Intensive Care Unit,Ying-Li Lee,"Ming-Chuan Chang, Cheng-Li Chang and Wan-Yu Chi","The purpose of this research is to innovate and develop a vision-based remote monitoring alarm system for agitated patients to provide intensive care unit (ICU) nurses with action warnings for agitated patients during their busy work. After the system is completed, preliminary laboratory verification is carried out, and the results are 94.87% in sensitivity, 97.44% in specificity, and 96.15% in accuracy, which enhances the confidence of the follow-up system in clinical testing.","Visual-based motion detection, agitation, motion analysis"
2021,Integrated and Connected Care,Paper,"A Model to Guide Telehealth Research Quality Improvement, Practice and Education",Jane M Carrington,Rene Love,"Telehealth is a means for providing care to our rural patients. This mode of healthcare delivery is not without challenges with technology, research, quality improvement, practice and education. Here we present the TRIP-E Meta Model. This model was derived from a two phased process. First, we performed a review of literature and from this developed the first attempt at model development. Second, we took student evaluations from a telehealth education program for Doctor of Nursing Practice students. Based on their feedback, we then further advanced the first model to the TRIP-E Meta Model. This model is a comprehensive guide to research, quality improvement, practice and education. As a meta model, the TRIPE can have other theories applied for projects. This feature of meta models provide flexibility for the model. We invite others to test this model for its flexibility and usability.","Telehealth, model, informatics, quality improvement"
2021,Integrated and Connected Care,Paper,Developing Methods to Evaluate Content Quality of Dementia Websites,Yunshu Zhu,Ting Song and Ping Yu,"With the popularity of the Internet, consumers are likely to resort to websites for dementia information. However, they may not have the knowledge or experience in distinguishing quality information from opinion pieces. This study investigated the developing methods, instruments and parameters for evaluating the content quality of dementia websites. By reviewing 18 existing instruments from the relevant literature, we identified four developing methods ? questionnaire survey, automatic evaluation, Delphi method and focus group discussion. These instruments include six parameters ? reliability, currency, readability, disclosure, objectivity and relevance ? to evaluate the content quality. With the significant social and economic impact of dementia, developing specific instruments to measure the content quality of dementia websites is necessary.","Health information, dementia, websites, method, evaluation, quality"
2021,Integrated and Connected Care,Paper,Mapping a Strength-Oriented Approach to a Standardized Terminology: A Case Study,Grace Gao,"Robin R Austin, Laura N Kirk, Diane E Holland, Candice Bruhjell and Karen A Monsen","As a new era of healthcare advocates a more valuable and intelligent approach to care management and delivery based on values and outcomes, shifts toward risk management to boost performance should be considered that encompass the capitalization of health assets or health strengths. To make full use of individuals’ or populations’ health assets, data capture and representation are needed. This paper uses a strengths-oriented case study mapped to an inter-disciplinary standardized terminology, the Omaha System, to illustrate and compare the conventional problem-based approach to care management with the strengths-oriented approach to care that demonstrates whole-person data capture of an individual’s health and health assets leveraged to promote health values and performance. The Omaha system provides a standardized framework to organize the concepts of all of health from a whole-person perspective for documentation to enable data analysis, interoperability, and health information exchange.","Strengths, problems, strength-based care, problem-based care, the Omaha System"
2021,Integrated and Connected Care,Paper,Physical Telerehabilitation Improves Quality of Life in Patients with Multiple Sclerosis,In cheol Jeong,Herbert Karpatkin and Joseph Finkelstein,"The purpose of this study was to investigate the effect of physical telerehabilitation on the quality of life (QOL) in patients with multiple sclerosis (PwMS) in a randomized controlled trial. PwMS in both groups received homebased individualized exercise plan based on their physical therapy exam. PwMS in the intervention group were guided by a telerehabilitation system in following their exercise program on a daily basis whereas PwMS in the control group received periodic newsletters. Disease-specific QOL was assessed by MSQOL-54 survey at the baseline and the end of 3-month rehabilitation program. Among the MSQOL sub-scales, the mean sub-score values for pain and cognitive function in control and intervention groups were significantly different as demonstrated by one-way ANOVA (pain: F = 4.301, p = 0.044, cognitive function: F = 5.053, p = 0.030). Our results demonstrated positive effects of physical telerehabilitation on MS symptoms and QOL. Development of further approaches promoting continuous participation in telerehabilitation in PwMS is warranted.","Multiple Sclerosis, quality of life, pain, cognitive function"
