년도,분류,형태,제목,1저자,공저자,초록,키워드
,,Poster,The MOBile-Health and Implementation Leadership Evaluation (MOBILE) Nurse Study: Developing a Testable Conceptual Model,Charlene Ronquillo,"Susan Dahinten, Vicky Bungay and Leanne Currie","Leadership is consistently identified as an important factor that influences nurses’ adoption of health information technologies, yet, the concept of leadership remains underdeveloped. Our study examines the influence of leadership on nurses’ mHealth usage outcomes. Informed by diverse fields, we developed the MOBILE Nurse conceptual model as a way to empirically explore relationships between leadership and other factors commonly thought to influence mHealth usage in nursing.","telemedicine, leadership, nursing"
,,Poster,Effectiveness of mHealth Interventions for Asthma Self-Management: A Systematic Review and Meta?Analysis,Qian Xiao,"Jiani Wang, Vico Chiang, Thomas Choi, Yanling Wang, Liu Sun and Ying Wu","To assess the effectiveness of mHealth interventions for asthma self-management, we conducted a systematic review and meta-analysis of relevant studies identified by a search of English and Chinese databases. 18 studies were included in meta-analysis, and the results showed that mHealth interventions (vs routine care) improved the level of asthma control and adherence to treatment, and reduced exacerbation rate and admission rate. Evidence from this study shows that mobile health-based interventions may be useful tools for asthma self-management.","Asthma, mHealth, Self-management"
,,Poster,Design of A Mobile APP for Empty Nest Elderly Patients with T2DM,Xiaoyan Lv,"Jinghua Xia, Lingling Fu and Yingjuan Cao",China has the largest number of diabetics in the world and there is ineffective glycemic control among empty nest elderly. A multidisciplinary team were made up and patient interviews were performed for the designation of APP which was intended to conduct disease guidance and condition monitoring for empty nest elderly with type 2 diabetes to improve self-management and outcomes. The draft version was accomplished.,"Type 2 diabetes mellitus, Mobile applications, Self-management"
,,student poster,Design and Development of an Evaluation System for Managing Dry Skin Among Elderly Patients,Weiting Guo,Wenjun Wang and Yingjuan Cao,"Nursing staff has designed and developed this system for elderly patients to simplify the working process of nursing staff. The system was developed using Microsoft Excel 2010 and its in-house Excel VBA (Visual Basic for Applications) tools, it was developed by VBA-trained nursing staff to develop a skin dryness evaluation system for senile patients. The system is useful to managing dry skin among elderly patients. The participation of nursing staff in the design of information system plays a very important role in the feasibility of the software.",Nursing information; Geriatric skin dryness; Assessment system
,,student poster,User Requirements Analysis of the Intelligent Intensive Care Delirium Screening Checklist,Xing Ren,Ying Wu and Fangyu Yang,"The Intensive Care Delirium Screening Checklist (ICDSC) is an ICU delirium assessment recommended by the Society of Critical Care Medicine. Its diagnostic accuracy, however, is relatively low during routine practice among bedside nurses. This study aims to analyze the potential errors or mistakes made by bedside nurses using ICDSC, and to provide evidence for developing an intelligent ICDSC. The results showed issues associated with the paper?based ICDSC include easy to miss items, scored errors.",ICU delirium; The Intensive Care Delirium Screening Checklist; Mobile Health; User requirement analysis.
,,student poster,An Information System Design for Emergency Department Overcrowding Assessment,Yiqing Zhuang,Xu Chen and Xiaohua Ge,"This poster proposes an informatics report system designed to estimate the readiness of Emergency Departments (ED) to overcrowing and readiness of a real-time usage of medical response. This system can be installed with the applications on all kinds of electronic devices approved by the hospital. A automatically system generated electronic report can clearly and organized demonstrate the condition of ED, and offer the data to inform healthcare managers on decision making, and more importantly, improve the patient outcomes.","Emergency department overcrowding, Assessment tool, Information system, Medical resources"
,,student poster,The Effectiveness of Taiwan TIGER Model in Assisting Nurses in Designing Customized Diabetics Medication Management System,Li Qiao,"Yingjuan Cao, Xiaofeng Yu, Yan Liu and Polun Chang","Our hospital was still late in establisheding a nursing information system, including a component for blood glucose management. We tried to use the Taiwan TIGER model to train ourselves to see whether we could develop a working system on our own. The process is very educating and we did not only successfully designed a system based on our ideas, but also learn how to convert from traditional paper work to automation with ICT capability.","Taiwan TIGER Model, Nursing Informatics Competency"
,,student poster,How Key Stakeholders Perceive a Smart Mobile Integrated Care System for the Elderly,Yanyan Cui,"Dongwei Gong, Bo Yang, Hua Chen, Chaonan Zhang, Huan Li, Liping Jiang, Ming-Chuan Kuo and Polun Chang","Integrated care has been an important model for caring the elderly. In China, it is still at its very early stage. We proposed a new model to develop a smart mobile system, taking the CARE instrument as the base and composed of apps for stakeholders. We did an usability study using the TAMM tool and, from a convenience sample of 11 elderly and 18 nurses, the results indicated the system was well appreciated.","Integrated Care, CARE, mHealth"
,,student poster,The Wellmometer Dashboard: Enhancing Person Centred Care,Sharon Levy,,"A nurse led digital health project, envisaged here, is set to promote holistic assessment and increase peoples’ engagement in self care. Through a focused therapeutic interaction, service users would articulate the significance of verious wellness fascets and set individualised targets. The weightage of each component will translate to algorithms that provide an overall wellness score. The visualisation of segments within a Wellmometer User Interface could motivate and promote change.","Well-being, innovation, digital health"
,,student poster,Point of Care Solutions: Implementation of Sustainable Service Models,Berglind Fjola Smaradottir,Rune Werner Fensli,Recent health reforms and strategies have urged Norwegian municipalities to re-organize their services to prepare for new ways of combining traditional home-based services with technology-assisted point of care interventions. This paper presents the outcomes from a qualitative study on modelling the municipal health care services for the future. The aim was to study the organisation and operation of point of care solutions and identify critical factors for how to model the services of the future.,"Point-of-Care Systems, Telemedicine, eHealth"
,,Paper,Can Staff Distinguish Falls: Experimental Hypothesis Verification Using Japanese Incident Reports and Natural Language Processing,Shinichiroh Yokota,Emiko Shinohara and Kazuhiko Ohe,"Falls are generally classified into two groups in clinical settings in Japan: falls from the same level and falls from one level to another. We verified whether clinical staff could distinguish between these two types of falls by comparing 3,078 free-text incident reports about falls using a natural language processing technique and a machine learning technique. Common terms were used in reports for both types of falls, but the similarity score between the two types of reports was low, and the performance of identification based on the classification model constructed by support vector machine and deep learning was low. Although it is possible that adjustment of hyper parameters during construction of the classification model was required, we believe that clinical staff cannot distinguish between the two types of falls and do not record the distinction in incident reports.","Accidental Falls, Natural Language Processing, Machine Learning"
,"Quality, Safety and Ethics",Paper,Home Care Admission Information: What Nurses Need and What Nurses Have. A Mixed Methods Study,Paulina Sockolow,"Christine Wojciechowicz, Annika Holmberg, Ellen J. Bass, Sheryl Potashnik, Yushi Yang and Kathryn H. Bowles","Effective communication between clinicians across care settings is fundamental for continuity of care and decreased risk of errors. The home care admission often starts without important information needed for formulation of the plan of care. We conducted a mixed methods analysis to investigate home care admission information from two perspectives: qualitative information regarding information nurses reported they needed during an admission, and quantitative information regarding information actually available. We mapped both data sets to an international specification for transitions in care information, the Continuity of Care Document (CCD). The information that homecare nurses said they needed mapped sufficiently (90%) to the CCD. Regarding available information: no observation had all the CCD information present; CCD information was missing in varying amounts across the admission documents. Nurses searching among pages of documentation for information which may not be present is inefficient and introduces patient safety concerns of increased risk for errors.",Communication; Home Care Services; Continuity of Patient Care/standards; Nursing Informatics.
,,Paper,An Information Enhanced Framework for Reporting Medication Events,Ju Wang,Eliza Ali and Yang Gong,"Reporting systems are expected to enhance our understanding of root cause and contributing factors to errors. Lack of feedback and supportive information prohibits reporters benefitting from the purpose and lowers their motivation, which may result in underreporting and low-quality reporting. It is even more challenging to report an insulin-use event with high data quality due to the complex nature of insulin use. In this project, we proposed a framework to discover supportive information from the FDA Adverse Event Reporting System (FAERS), an open data source, to enhance the reporting of insulin-use events. The medications associated with insulin-use events and frequent reactions contained in insulin-use events manifested in FAERS are discovered. The information would be of significance in distinguishing medication names, optimizing adverse event description terms and improving report completeness. The framework represents a paradigm for developing an information enhanced electronic reporting system.","Quality of health care, Patient safety, Medication errors"
,,Paper,Predictive Tools in the Care of Blood Donors: Prevention of Vasovagal Syndrome,Diego Cobo Gonz?lez,"Marta Fern?ndez Batalla, Sara Gasco Gonz?lez, Sergio Mart?nez Botija, Ma Lourdes Jim?nez Rodr?guez, Jos? Ma Santamar?a Garc?a, Sylvia Claudine Ram?rez S?nchez, Niurka Vialart Vidal and Daniel Flavio Condor Camara","Prediction in healthcare is essential in order to promote safe and quality care. Taking adequate care of blood donors, who perform an altruistic act towards society, is paramount. Therefore, the use of tools which allow to predict the risk of Vasovagal Syndrome during the act of blood donation is necessary. The objective of this study is to design a predictive engine of an expert system to determine the risk of Vasovagal Syndrome through the use of deductive methodology. Five clusters of predictors of this syndrome were obtained by applying grouping tables of the variables established by logical formulation in such a way that after combinatorial variables, 5 values were obtained for the determination of risk using a Lickert scale. With these results we could design the predictive engine that will allow the development of a computational tool to improve the quality of care of blood donors.","Blood donation, Syncope Vasovagal, Adverse effects"
,,Paper,"Patient Progression: A Hospital-Wide, Multi-Disciplinary, Data-Driven Approach to Moving Patients Safely, Timely & Efficiently",Nancia T. Odom,"Mitch Babb, Laurie Velez and Zachary Cockerham","High emergency department length of stays (ED LOS), emergency department (ED) crowding and inefficient management of hospital patient throughput can negatively impact patient safety, patient care, and patient satisfaction. In addition, patients who leave an ED without being seen by a medical provider can lead to potentially harmful outcomes. Duke Regional Hospital (DRH) set a strategic priority to improve hospital-wide patient progression. Our goals were to provide safe, efficient and timely movement of patients from admission to discharge. Our additional goal was to decrease patient wait times at transition points. DRH used a multi-disciplinary, data-driven approach to improve hospital-wide patient progression. Hospital staff in multiple departments across various disciplines impacts the moving of patients within a hospital during an admission, from Care Management, to Environmental Service, registered nurses and physicians.","Patient Flow, Patient Safety, Emergency Medical Services"
,,student paper,Unveiling Originated Stages of Medication Errors: An Automated Pipeline Approach,Sicheng Zhou,"Hong Kang, Bin Yao and Yang Gong","Medication error has been a severe patient safety event in the United States. Medication error reports collected by Patient Safety Organizations provide an opportunity to analyze and learn from previous cases. However, the current process of analyzing the reports is labor-intensive and time-consuming. To improve the efficiency, we used automated text classification techniques to develop a pipeline for medication error report pre-analysis. The pipeline was proven functional in two tasks, i.e., identifying the non-preventable adverse drug events from medication error reports, and identifying the error originated stages during the medication distribution process. The proposed pipeline holds promise in helping clinicians understand the nature of medication error in an error report, and locate the potential root causes of the error, which could further facilitate to reduce medication errors in healthcare settings.",Medication Errors; Data Mining; Patient Safety
,,student paper,Exploring Health Information Technology Events from FDA MAUDE Database,Bin Yao,"Hong Kang, Ju Wang, Sicheng Zhou and Yang Gong","To facilitate preventing patient safety events, researchers have been using the Federal Drug Administration (FDA) Manufacturer and User Device Experience (MAUDE) database as a publicly accessible data source for retrieving reports of medical devices including Health Information Technology (HIT) devices. A combined search strategy built with keywords in several fields such as Generic Name, Brand Name and Manufacturer is commonly used to extract reports of specific classifications of devices in the MAUDE. However, another structured field, Classification Product Code, is rarely visited. To improve the secondary usage of the MAUDE database in retrieval of HIT events, we extracted HIT reports from a nine-year MAUDE dataset by combining keywords filter and expert review, and explored Classification Product Codes. The distributions and relationships between Product Codes and keywords in Generic Name/Manufacturer in HIT reports were visualized to provide a view of the landscape. This study presents a new perspective for improving the search strategy of HIT events in MAUDE, which would facilitate the understanding of HIT events for improving patient safety.",Health Information Technology; Database; Patient Safety
,,Poster,The Use of Information Technology to Enhance Patient Safety and Nursing Efficiency,Tso Ying Lee,,"The aim of this study was to determine how a nursing information system improves patient safety and nursing care quality in a hospital in Taiwan. Nurses and patients were surveyed by questionnaire and data retrieval before and after the implementation of NIS. Physiologic values were easier to read and interpret; less time to complete electronic records; reduction of errors in drug administration, blood drawing and transportation of specimens with bar codes; improvement in satisfaction with electronic shift handover; reduction in nursing turnover; patient satisfaction improved.","Information systems, patient safety, nursing"
,,Poster,Construction of Nursing Quality Control Information System in Large Hospitals,Shuang Xiao,"Ming-zhao Xiao, Qing-hua Zhao and Li-ling Xie","Based on the process and framework of nursing quality management in the ""Third-level General Hospital Accreditation Criteria"", with the help of computer and mobile information technology, development of nursing quality control informatics system computer operation and mobile operating. The system has implanted PDCA and several scientific management tools into the mobile applications, insteads of replace traditional paper methods, improve working efficiency in process control and Data Operation.","Nursing Quality Control, Informatics System, PDCA Cycle"
,,Poster,Structured Observation and Early Warning Scores in Long-Term Care,Maren Sogstad,Randi Beate Tosterud,"With increased responsibility for follow-up of patients in longterm care, the importance of accurate observations are reinforced. Here, health care professionals experience with the use of structured observations guides are studied. The results are based on five focus group interviews. The health care professionals states that the tools gives them confidence in their care delivery, it’s structures their actions and enhance communication. However, the implementing require competence, training and focus over time.","Patient Safety, Observation, Long-Term Care"
,,Poster,Electronic Method for Measuring Nursing: Workload Action Measures Method (WAMM),Virginia Saba,Luann Whittenburg,The Workload Action Measures Method (WAMM) is a predictive model of care workload for individual patients. The Clinical Care Classification Information Model quantifies nursing workload combining two aspects of nursing practice by measuring a patient’s specific nursing service time using relative value units and a patient’s disease condition using the intensity of four Healthcare Patterns/Care Components. WAMM provides reliable workload calculations for disease conditions combined with Nursing Interventions Actions.,"Nursing Workload, Implementation, Clinical Care Classification System"
,,Poster,Smartphone Apps for Pregnant Women: The Gap Between the Quality of Current Apps and Patients’ Needs,Lina Mao,"Jiani Wang, Huanxia Liu and Qian Xiao","To explore the gap between women’s needs for pregnancy related apps and to evaluate the quality of the top 10 downloaded pregnancy related apps, we designed a cross-sectional study to survey 153 pregnant women. This study showed pregnant women had high requirement against the quality of knowledge content, functions, interface and basic characteristics of apps. The top 10 popular apps showed a range of drawbacks and were far from satisfying the needs of pregnant women.",mhealth; pregnancy; women
,,Poster,Elements for an Ontology of Care in the Field of Artificial Intelligence,Alexandra Gonz?lez Agu?a,"Marta Fern?ndez Batalla, Adriana Cercas Duque, Sara Herrero Ja?n, Enrique Monsalvo San Macario, Ma Lourdes Jim?nez Rodr?guez, Jos? Ma Santamar?a Garc?a, Sylvia Claudine Ram?rez S?nchez, Niurka Vialart Vidal and Daniel Flavio Condor Camara","An ontology of care is a formal, explicit specification of a shared conceptualization. Constructing an ontology is a process that requires four elements: knowledge object, subject that knows, knowledge operation and result. These elements configure theframework to generate ontologies that can be used in Artificial Intelligence systems for care.","Nursing Care, Artificial Intelligence, Knowledge Bases"
,,Poster,From a Generic to Neonatal HCE: Nursing Informatics Contributions,Mariana Daus,Sonia Benitez and Daniel Luna,"Nursing professionals must be able to recognize and incorporate the knowledge acquired in the design of electronic systems and clinical devices, being able to integrate the workflow and knowledge in order to provide tools that help improve the interventions made to patients. This is even more relevant in specific type populations such as neonatal. The present work enunciates recommendations that must be taken into account when thinking about a registry oriented to these patients, based on the most relevant information existing in the bibliography.","nursing informatics, electronic health record, neonatal informatics"
,,Poster,Evaluation of Nurses’ Acceptance of Screen Display Methods with Temporarily Non-Display for Privacy Protection,Yukari Niimi,Katsumasa Ota and Chikako Ikegami,"The purpose of this study was to explore nurses’ acceptance of a screen display method that temporarily hides patient information for privacy protection. Using a questionnaire, we asked nurses to evaluate the display method from the viewpoints of safety and efficiency with respect to 22 personal information items. The nurses were favorably interested in introducing the display method into their hospital system; however, their acceptance varied.","Confidentiality, Computerized Patient Medical Records, Data Display"
,,Paper,Nursing Leaders’ Satisfaction with Information Systems in the Day-to-Day Operations Management in Hospital Units,Laura-Maria Peltonen,Kristiina Junttila and Sanna Salanter?,"Information usage in the day-to-day operations management of hospital units is complex due to numerous information systems in use. The aim of this study was to describe and compare nurse leaders’ satisfaction with information systems used in the dayto-day operations management in hospital units. The design was a cross-sectional survey with five questions rated from one (disagree) to five (fully agree). The response rate was 65 % (n = 453). Respondents reported fair satisfaction with how information systems support decision-making (median 4, IQR 3?4) and improve ease of access to information (median 4, IQR 3?4). However, respondents were less satisfied with how systems improve speed of access to information (median 3, IQR 3?4). Nor did respondents think that systems were developed for them (median 3, IQR 2?4). Respondents further reported needing numerous systems daily to support decision-making (median 4, IQR 3?5). A clear need for one system, which would gather important information for display was stated (median 5, IQR 4?5). Work experience, gender and time when overseeing the unit were associated with some aspects related to satisfaction. In conclusion, information system improvements are needed to better support the day-to-day operations management in hospital units.","Hospitals, Information Systems, Organization and Administration"
,Meaningful Use of Electronic Information Systems,Paper,A Cloud Based Potentially Inappropriate Medication Management System Using Patient Owned Personal Health Records,Hsiu-An Lee,"Louis R. Chao, Hsiao-Hsien Rau, Shang-Dong Yang and Chien-Yeh Hsu","Taiwan has been confronted with a serious problem of aging in recent years. The prevalence of the chronic diseases caused by aging is increased continuously, which has led to a high percentage of comorbidity and polypharmacy. The proportion of the elderly people with polypharmacy (over three to five kinds of drugs) is 81%. Under the situation of high comorbidity, the potentially inappropriate drug for the elderly have become a series problem. However, in order to promote personal health management, Taiwan’s Ministry of Health and Welfare has released a service of “My Health Bank”, which contains all the personal medical information issued by the National Health Insurance Department and can be downloaded by any individual person. This study designs a cloud-based personal health management platform to parse and store the information of “My Health Bank”, establishes two databases, one for the health insurance drug table and one for the inappropriate medications. A warning of inappropriate personal medication will be generated based on a checking process. We expect that the application will enhance the safety of medication and improve the self-health management of the elderly.","PIM, Cloud Based Health Management, Elderly"
,,Paper,A Study of the Feasibility of the Scoring System of the Nursing Clinical Skills Developed by Nursing Staff,Wang Lily,"Shi Zhenxian, Polun Chang, Li Lin, Wang Jianfen, He Hua, Gao Liya, Wang Lixue and Li Leijin","To analyze the process of a nursing clinical skills assessment in a hospital in China, design the scoring system of the nursing clinical skills(SSNCK), and discuss its clinical application effects. To analyze the flow of the current practical skills assessment with an operation process analysis chart to identify potential improvement priorities. This was accomplished by developing the SSNCK with Microsoft Visual Basic. A total of 100 nurses were selected. They were randomly divided into an experimental group and a control group. The experimental group completed the SSNCK, while the other completed a paper-based assessment. The differences between the two groups in terms of testing time and costs were compared. The SSNCK simplified the process of nursing clinical skills assessment and efficiently allocated human, material, and financial resources. The time required to complete the SSNCK was less than that for the paper-based assessment (t=12.99, P<0.01), and the overall cost was lower than that for the other assessment (t=13.56,P<0.01). The application of the SSNCK improves the efficiency of a nursing practical assessment. It also reduces testing costs and further develops hospital nursing education. ",Nursing Practical Skills; Assessment; Terminal User Development Model
,,Paper,Digitalized Discharge Planning Between Hospitals and Municipal Health Care,Ragnhild Hellesø,Heidi Gautun,"The use of digitalized collaboration between levels of care is expected to improve coordination in patients’ transitions. The aim of this study was to investigate how safe and effective e-messages were regarding discharge planning between hospital nurses and the municipal level of administration. A nationwide survey was conducted among 2 431 Norwegian nurses working in inpatient wards in general hospitals. A majority (86%) of the nurses used e-messages as their main mode of communication with the administration when older patients were discharged. Most nurses (73%) found that e-messages were effective in their collaboration, and that e-messages ensured safe discharge for older patients (65%). More than half of the nurses reported being satisfied with the collaboration with the administration. E-messages supported hospital nurses in their discharge planning for older patients. However, they sometimes needed to use the telephone to exchange additional and more detailed information.","Patient discharge, Electronic Health Record, Continuity of care"
,,Paper,Operationalising the National Nursing Informatics Position Statement,Evelyn Hovenga,Helen Sinnott and Janette Gogler,The need for nurses and midwives to drive the digital transformation of care has been recognised as an important factor in future health care innovation. An Australian Chief Nursing Informatics Officers collaboration is leading the way. They were supported by the three professional organisations who collaboratively developed a National Nursing Informatics position statement. This paper describes the development and use of the elements described in the statement in operationalising Nursing informatics within individual healthcare organisations and for driving national digital transformation initiatives.,"Intersectoral Collaboration, Nursing Informatics, leadership."
,,Poster,Use the Bar Code System to Improve Accuracy of the Patient and Sample Identification,Shu-Hsia Chuang,"Huy-Pzu Yeh, Kun-Hung Chi and Hsueh-Chen Ku","In time and correct sample collection were highly related to patient’s safety. The sample error rate was 11.1%, because misbranded patient information and wrong sample containers during January to April, 2016. We developed a barcode system of ""Specimens Identify System"" through process of reengineering of TRM, used bar code scanners, add sample container instructions, and mobile APP. Conclusion, the bar code systems improved the patient safety and created green environment.","Bar code; APP, Bar code scanners"
,,Poster,The Design of Elderly Fracture Rehabilitation Software Based on “Information-Motivation-Behavioral Skills Model”,Qiong Wu,"Zhixia Jiang, Tao Su, Yongya Dai, Di Huang, Rongfei Lai, Jingjing Zhang and Lingxia Song","Guided by the information-motivation-behavioral skills IMB) model theory, an application software with the man-machine interactive unity is designed for meeting the elderly fracture patients’ rehabilitation. The software is based on the present situation and rehabilitation needs of elderly patients with fracture rehabilitation training. It provides professional guidance and rehabilitation intervention, influences the rehabilitation behavior of elderly fracture patients from information and motivation factors, and promotes the quality of the implementation of active rehabilitation.",Elderly fracture; Information-motivation-behavioral Skills Model; Rehabilitation Software
,,Poster,ICNP® in Nursing Documentation ? When Expectations Meet Reality,Elisabeth Østensen,"Line K. Bragstad, Nicholas R. Hardiker and Ragnhild Hellesø","The International Classification for Nursing Practice (ICNP®) terminology was in 2016 implemented in three Norwegian municipalities through the introduction of five standardized care plans in the Electronic Patient Record (EPR) system. This poster provides results from an exploratory, qualitative study, investigating how nurses in these municipalities applied the care plans into their daily informational work.","Electronic Patient Records, Documentation, Terminology"
,,Poster,Mobile Physical Activity Intervention for Breast Cancer Patients During Chemotherapy,Zhaohui Geng,"Fulei Wu, Yingting Zhang, Jingting Wang, Jiashu Wang, Huan Liu and Changrong Yuan","Breast cancer patients showed low engagement in physical activity (PA) during chemotherapy. Evidence showed regular PA has potential to reduce mortality and risks of cancer recurrence, relieve psychological distress, manage symptoms and improve quality of life. Mobile health intervention displays a great advantage to deliver cancer care timely and remotely. A Mobile Physical Activity Program was constructed in a mobile phone application. The application contained 5 modes: information delivering, disease tracking, events reminders, online interaction, health behavior recording (daily walking steps, sleeping time and body weight) and self-reported assessment. Both applications and web-based administration portal were developed by engineers.","Exercise, Telemedicine, Breast Neoplasms"
,,Poster,Criteria-Based Evaluation of Human?Computer Interfaces Used for Entering Narrative Nursing Notes in Six Electronic Medical Record Systems,Insook Cho,Eunman Kim,This study investigated the human?computer interfaces used for entering narrative nursing notes in the electronic medical record systems at six Korean hospitals. Using a criteria-based evaluation tool consisting of 17 elements revealed scores of 3.5?6.5. This implies that many criteria were not fulfilled and that considerable improvement is needed.,"Nursing notes, human?computer interface, ergonomic criteria, electronic nursing record system"
,,Poster,Design and Application of Nursing CDSS Based on Structured EMR,Rao Chunmei,Huang Hualing and Zhu Haihua,"To improve the safety, quality and efficiency of clinical nursing work by establishing intelligent nursing CDSS. Establishing nursing CDSS through the knowledge database of nursing plan and nursing routine. After use, the system nursing documents writing time was reduced, accuracy of nursing diagnosis was improved, and nursing risk events were decreased. Establish nursing CDSS is the trend of information development in hospitals, so it is worthy of clinical application.",Structured Electronic Medical Records; Information Systems; Nursing Clinical Decision Support System
,,Poster,Development of Practical Teaching Model Based on Intelligent Comprehensive Nursing Practice Platform,Yamei Bai,"Fang Huang, Qiuqin Wang, Haiyan Ying and Guihua Xu","To solve the problems existing in the traditional nursing practice teaching and enhance the training quality of nursing baccalaureate students. This article developed a nursing practice teaching model based on the intelligent information platform by integrating the methods of autonomous learning, inquiry learning, blended learning, and action teaching with constructivism learning theory in an attempt to realize the combination of information technology with experimental teaching in nursing baccalaureate program.",Nursing informatics; Intelligent platform; Practical teaching model
,,Poster,The Actual Use of an Electronic Medical Record (EMR) by Acute Care Nurses: Examining a Multidimensional Measure at Different Adoption Stages,?ric Maillet,Claude Sicotte and Luc Mathieu,"An EMR should support the informational needs of nursing practice. However, a multidimensional measure of the actual use of an EMR in hospitals ranked at different adoption stages revealed significant results that should be addressed to enable nurses to bring their full contribution to their patients and to the healthcare team.","Electronic Health Records (EHR), Meaningful use, Nurses."
,,Paper,Regional Differences in Predicting Risk of 30-Day Readmissions for Heart Failure,Satish M. Mahajan,Amey S. Mahajan and Sahand Negahban,Many researchers are working toward the goal of data-driven care by predicting the risk of 30-day readmissions for patients with heart failure. Most published predictive models have used only patient level data from either single-center studies or secondary data analysis of randomized control trials. This study describes a hierarchical model that captures regional differences in addition to patient-level data from 1778 unique patients across 31 geographically distributed hospitals from one health system. The model was developed using Bayesian techniques operating on a large set of predictors. It provided Area Under Curve (AUC) of 0.64 for the validation cohort. We confirmed that the regional differences indeed exist in the observed data and verified that our model was able to capture the regional variances in predicting the risk of 30-day readmission for patients in our cohort.,"Heart Failure, Patient Readmission, Statistical Models"
,Big Data Analytics and Decision Support,Paper,Predicting Risk of 30-Day Readmissions Using Two Emerging Machine Learning Methods,Satish M. Mahajan,"Amey S. Mahajan, Robert King and Sahand Negahban","Decades-long research efforts have shown that Heart Failure (HF) is the most expensive diagnosis for hospitalizations and the most frequent diagnosis for 30-day readmissions. If risk stratification for readmission of HF patients could be carried out at the time of discharge from the index hospitalization, corresponding appropriate post-discharge interventions could be arranged to avoid potential readmission. We, therefore, sought to explore and compare two newer machine learning methods of risk prediction using 56 predictors from electronic health records data of 1778 unique HF patients from 31 hospitals across the United States. We used two approaches boosted trees and spike-and-slab regression for analysis and found that boosted trees provided better predictive results (AUC: 0.719) as compared to spike-and-slab regression (AUC: 0.621) in our dataset.","Heart Failure, Patient Readmission, Statistical Models"
,,Paper,Dx-Care: A Device to Help in the Diagnosis of Care Problems,Alexandra Gonz?lez Agu?a,"Virginia D?az Teruel, Adri?n Satamar?a P?rez, Jorge Luis G?mez Gonz?lez, Ma Lourdes Jim?nez Rodr?guez, Jos? Ma Santamar?a Garc?a, Sylvia Claudine Ram?rez S?nchez, Niurka Vialart Vidal and Daniel Flavio Condor Camara","The diagnosis of care problems is a complex process that involves many variables and inferences. This competence begins to acquire during the student stage, but matures later. The qualified professional continues to settle and perfect this judgment ability. Expert Systems are technologies that can help in making decisions such as diagnosis. The objective of this study is to build an Expert System in order to help in diagnosis of care problems by means of taxonomic triangulation technique. The deductive method follows three phases that result in the representation of expert knowledge through an associative network, the construction of a verified and validated prototype and, finally, the design of an app through a document of requirements specification in IEEE standard.","Nursing Care, Diagnosis, Expert Systems"
,,Poster,Development of Elderly Service System on the Basis of Big Data,Anne Kuusisto,Paula Asikainen,This presentation includes action proposals with impact to growing older populations and shows how a plan for developing elderly service system was created as one part of a bigger welfare plan at one hospital district in Finland. The central part of preparing a plan was the public administration anonymous Big Data concerning ageing and functional capacity. The aim was to establish a customer-oriented plan based on the need for population service.,"Elderly service system, Big Data, service development"
,,Poster,Predicting Depression Among Community Residing Older Adults: A Use of Machine Learning Approch,Jeungok Choi,Jeeyae Choi and Woo Jung Choi,"The study demonstrated an application of machine learning techniques in building a depression prediction model. We used the NSHAP II data (3,377 subjects and 261 variables) and built the models using a logistic regression with and without L1 regularization. Depression prediction rates ranged 58.33% to 90.48% and 83.33% to 90.44% in the model with and without L1 regularization, respectively. The moderate to high prediction rates imply that the machine learning algorithms built the prediction models successfully.","machine learning, depression, prediction model, logistic regression model with and without L1 regularization model"
,,Poster,Prediction of Nursing Workload in Hospital,Madlen Fiebig,Dirk Hunstein and Sabine Bartholomeyczik,"A dissertation project at the Witten/Herdecke University is investigating which (nursing sensitive) patient characteristics are suitable for predicting a higher or lower degree of nursing workload. For this research project four predictive modelling methods were selected. In a first step, SUPPORT VECTOR MACHINE, RANDOM FOREST, and GRADIENT BOOSTING were used to identify potential predictors from the nursing sensitive patient characteristics. The results were compared via FEATURE IMPORTANCE. To predict nursing workload the predictors identified in step 1 were modelled using MULTINOMIAL LOGISTIC REGRESSION. First results from the data mining process will be presented. A prognostic determination of nursing workload can be used not only as a basis for human resource planning in hospital, but also to respond to health policy issues.","Data-Science, nursing workload, forecast model, big data"
,,Poster,Design of an Observation Support System to Improve Pain Management,Ryoma Seto,Toshitaka Inoue and Takahiro Yasoshima,"We were challenged to design an obeservation support system. To improve evidence-based observations, we anylysed nursing records from electronic medical records (EMR) and patient experiences (from blogs) regarding pain symptoms using text mining methods. As a result, it was found that the view point of pain differed between the patient and nurse. It is reccomended that an observation advice message should be inplemented into EMR to improve nurses’ observations on pain management.","Electronic Health Records, Nursing Records, Pain Management"
,,Poster,Predicting Long-Term Mortality with Biomarkers Level for Homecare Patients,Ying-Ju Chen,"Meng-Ting Tsou, Chung-Lieh Hung, Wen-Ling Chang and Pei-Hung Liao","Electronic health record (EHR) systems have been used widely in research. However, most of the EHRs are highly dimensional and it is challenging to analyze such large data set. Bioinformatics is an interdisciplinary science with a focus on data management and interpretation for complex biological phenomena. We investigated biomarkers of nutrition from 3001 patients. Multivariate-adjusted hazard ratios of mortality were calculated according to both albumin and sodium levels. We explore the association of aging predicted by all-cause mortality in future.","Nursing, Biomarker, Mortality"
